round,epoch,layer,neuron,type,weight,value
0,700,0,0,N,0,0.39560973409942285
0,700,0,0,N,1,0.06582141169991955
0,700,0,0,N,2,-0.46122278656257504
0,700,0,0,N,3,0.6255769072993221
0,700,0,0,N,4,0.45885132649036325
0,700,0,0,N,5,-0.7871148845092697
0,700,0,0,N,6,0.5225545341421759
0,700,0,0,N,7,-0.037324272071942985
0,700,0,0,N,8,-0.8257530444460027
0,700,0,0,N,9,0.2866273285180114
0,700,0,0,N,10,0.11066819680219196
0,700,0,0,N,11,-0.17364337001218844
0,700,0,0,N,12,0.011990231721219047
0,700,0,0,N,13,0.21610349286289707
0,700,0,0,N,14,0.28996941969928497
0,700,0,0,N,15,-0.5683591568633722
0,700,0,0,N,16,0.24201048293610952
0,700,0,0,N,17,-0.18479575025013725
0,700,0,0,N,18,-0.725418063383416
0,700,0,0,N,19,0.7489457437167258
0,700,0,0,N,20,-0.21004772914140302
0,700,0,0,N,21,0.07670633563739614
0,700,0,0,N,22,0.20864702391092146
0,700,0,0,N,23,0.5895947987140305
0,700,0,0,N,24,0.2861740705943798
0,700,0,0,N,25,0.07652205118091215
0,700,0,0,N,26,0.34720416120353587
0,700,0,0,N,27,0.2771926351771842
0,700,0,0,N,28,-0.057773968832644636
0,700,0,0,N,29,-0.2862712667976308
0,700,0,0,N,30,0.3699972970562285
0,700,0,0,N,31,-0.2158386614022264
0,700,0,0,N,32,0.11815857655121864
0,700,0,0,N,33,0.04389916391704982
0,700,0,0,N,34,-0.6434866101137653
0,700,0,0,N,35,0.1763670899855913
0,700,0,0,N,36,-0.18195583143182043
0,700,0,0,N,37,0.29667841405605333
0,700,0,0,N,38,-0.7882061838238095
0,700,0,0,N,39,-0.01194745733224889
0,700,0,0,N,40,-0.23887417053696725
0,700,0,0,N,41,-0.5318189338430005
0,700,0,0,N,42,-0.3347202480816388
0,700,0,0,N,43,0.14395007967645504
0,700,0,0,N,44,0.7014171311025221
0,700,0,0,N,45,-0.43824562012346485
0,700,0,0,N,46,-0.15302514695591293
0,700,0,0,N,47,-0.33232825951686235
0,700,0,0,N,48,-0.11856346469841353
0,700,0,0,N,49,-0.7674731033440909
0,700,0,0,N,50,0.4647271700856407
0,700,0,0,N,51,0.42000587308856
0,700,0,0,N,52,0.7490043922335567
0,700,0,0,N,53,0.16156966993712116
0,700,0,0,N,54,0.5627134984826286
0,700,0,0,N,55,0.3303208861615082
0,700,0,1,N,0,-0.3634803517254444
0,700,0,1,N,1,0.13710270622956666
0,700,0,1,N,2,0.1434529064875515
0,700,0,1,N,3,0.6945795012036844
0,700,0,1,N,4,-0.23783459232358342
0,700,0,1,N,5,0.051413802118739665
0,700,0,1,N,6,0.7547381207183801
0,700,0,1,N,7,0.19209601422370245
0,700,0,1,N,8,0.38898278009096965
0,700,0,1,N,9,-0.35640748045204784
0,700,0,1,N,10,-0.12035863976544714
0,700,0,1,N,11,0.9289932967258265
0,700,0,1,N,12,0.6109627607034422
0,700,0,1,N,13,0.8379012574008595
0,700,0,1,N,14,0.7209287980948726
0,700,0,1,N,15,0.2540826931889445
0,700,0,1,N,16,0.2935901440531842
0,700,0,1,N,17,0.7188580679487755
0,700,0,1,N,18,0.6388312369676965
0,700,0,1,N,19,-0.4451141491782183
0,700,0,1,N,20,0.7326839853694365
0,700,0,1,N,21,0.05316218753268078
0,700,0,1,N,22,0.14302350973393854
0,700,0,1,N,23,0.40589625758659476
0,700,0,1,N,24,0.512265165049747
0,700,0,1,N,25,0.19750803132490247
0,700,0,1,N,26,-0.7520559506133783
0,700,0,1,N,27,0.22293042935739496
0,700,0,1,N,28,0.002000043144817927
0,700,0,1,N,29,-0.7579649266796514
0,700,0,1,N,30,-0.31877620935248985
0,700,0,1,N,31,0.31077379978347197
0,700,0,1,N,32,-0.43705550076070643
0,700,0,1,N,33,-0.03405158010004275
0,700,0,1,N,34,0.036663157615121636
