round,epoch,layer,neuron,type,weight,value
0,600,0,0,N,0,0.07212013148426742
0,600,0,0,N,1,-0.13013760702142782
0,600,0,0,N,2,-0.18420037693358232
0,600,0,0,N,3,0.22173014841592648
0,600,0,0,N,4,-0.7716170628714606
0,600,0,0,N,5,-0.48971786889266794
0,600,0,0,N,6,0.45925964540414005
0,600,0,0,N,7,-0.625618943277072
0,600,0,0,N,8,-0.5107336294311029
0,600,0,0,N,9,0.19240573493116664
0,600,0,0,N,10,0.31812729275051144
0,600,0,0,N,11,0.5847591012822366
0,600,0,0,N,12,-0.130882682757074
0,600,0,0,N,13,0.3912850399268829
0,600,0,0,N,14,0.48122361693251714
0,600,0,0,N,15,-0.30881360687626663
0,600,0,0,N,16,-0.3637645219131862
0,600,0,0,N,17,0.20607094366351514
0,600,0,0,N,18,-0.09509862151740514
0,600,0,0,N,19,0.5322199434762218
0,600,0,0,N,20,0.31227764955274884
0,600,0,0,N,21,0.25681879410866243
0,600,0,0,N,22,-0.8972289297418281
0,600,0,0,N,23,-0.28748562010168466
0,600,0,0,N,24,0.25549903528607676
0,600,0,0,N,25,-0.08816656132346845
0,600,0,0,N,26,-0.0029480237205947724
0,600,0,0,N,27,0.16613771241344336
0,600,0,0,N,28,0.441604547055886
0,600,0,0,N,29,0.0867059599332468
0,600,0,0,N,30,-0.6669209163498996
0,600,0,0,N,31,0.3831847259027217
0,600,0,0,N,32,0.382755631307376
0,600,0,0,N,33,0.5326165283252662
0,600,0,0,N,34,0.37662456918823456
0,600,0,0,N,35,0.6429727509017698
0,600,0,0,N,36,-0.1362685763212684
0,600,0,0,N,37,-0.03888519158671583
0,600,0,0,N,38,-0.33659754930729124
0,600,0,0,N,39,0.6692803708532085
0,600,0,0,N,40,0.1576569174575541
0,600,0,0,N,41,-0.5032671572843069
0,600,0,0,N,42,-0.28599050579078444
0,600,0,0,N,43,-0.48504158788894675
0,600,0,0,N,44,0.40051795058400885
0,600,0,0,N,45,0.40269444006601346
0,600,0,0,N,46,-0.3034713870625599
0,600,0,0,N,47,0.24052389990740458
0,600,0,0,N,48,0.3909588965704011
0,600,0,0,N,49,-0.01586778092250321
0,600,0,0,N,50,-3.9905443066429365E-4
0,600,0,0,N,51,0.6403860999797153
0,600,0,0,N,52,0.32279458649220577
0,600,0,0,N,53,0.587000876502575
0,600,0,0,N,54,0.4195327056417838
0,600,0,0,N,55,-0.5861975519078202
0,600,0,1,N,0,-0.21057935580307693
0,600,0,1,N,1,-0.5112646690539194
