round,epoch,tGroup,target,outcome,probX,probY,probZ
0,67,1,0,0,0.38,0.25,0.36
0,68,1,2,0,0.56,0.17,0.37
0,69,1,0,0,0.53,0.18,0.35
0,70,0,0,0,0.55,0.18,0.33
0,71,0,2,0,0.54,0.17,0.34
0,72,1,0,0,0.52,0.18,0.35
0,73,1,1,0,0.34,0.24,0.35
0,74,1,2,0,0.60,0.20,0.30
0,75,0,1,0,0.47,0.19,0.40
0,76,0,2,0,0.37,0.22,0.40
0,77,0,2,0,0.34,0.21,0.45
0,78,1,1,0,0.28,0.24,0.43
0,79,1,0,0,0.43,0.22,0.36
0,80,1,0,0,0.44,0.23,0.34
0,81,0,0,0,0.47,0.22,0.33
0,82,0,0,0,0.55,0.20,0.30
0,83,1,0,0,0.57,0.20,0.29
0,84,0,0,0,0.61,0.20,0.29
0,85,1,1,0,0.38,0.27,0.28
0,86,0,1,0,0.56,0.21,0.30
0,87,0,2,0,0.52,0.18,0.27
0,88,1,0,0,0.41,0.28,0.28
0,89,1,0,0,0.49,0.22,0.25
0,90,0,2,0,0.45,0.20,0.28
0,91,1,0,0,0.50,0.21,0.27
0,92,1,0,0,0.51,0.24,0.28
0,93,0,2,0,0.49,0.18,0.29
0,94,1,2,0,0.65,0.19,0.27
0,95,0,2,0,0.51,0.17,0.35
0,96,0,0,0,0.56,0.17,0.35
0,97,1,0,0,0.47,0.21,0.35
0,98,0,0,0,0.63,0.16,0.31
0,99,1,2,0,0.66,0.17,0.29
0,100,0,2,0,0.43,0.16,0.38
0,101,0,1,0,0.51,0.16,0.43
0,102,1,2,0,0.51,0.15,0.41
0,103,1,1,0,0.31,0.21,0.41
0,104,1,1,0,0.23,0.29,0.38
0,105,0,2,0,0.37,0.22,0.37
0,106,1,2,0,0.40,0.19,0.44
0,107,1,1,0,0.30,0.26,0.49
0,108,1,0,0,0.28,0.30,0.39
0,109,1,1,0,0.20,0.34,0.37
0,110,0,2,0,0.33,0.25,0.37
0,111,0,2,0,0.33,0.20,0.41
0,112,0,2,0,0.34,0.20,0.44
0,113,1,1,0,0.15,0.36,0.46
0,114,1,0,0,0.25,0.33,0.42
0,115,0,0,0,0.39,0.27,0.40
0,116,0,1,0,0.36,0.25,0.42
0,117,0,0,0,0.38,0.28,0.33
0,118,0,1,0,0.38,0.27,0.37
0,119,1,1,0,0.25,0.36,0.32
0,120,0,0,0,0.42,0.34,0.29
0,121,1,1,0,0.21,0.45,0.27
0,122,1,2,0,0.46,0.35,0.25
0,123,0,1,0,0.34,0.34,0.34
0,124,1,0,0,0.30,0.42,0.27
0,125,1,0,0,0.35,0.39,0.26
0,126,0,0,0,0.51,0.31,0.25
0,127,1,0,0,0.54,0.29,0.22
0,128,0,2,0,0.46,0.27,0.26
0,129,0,0,0,0.55,0.25,0.25
0,130,1,1,0,0.43,0.31,0.31
0,131,1,0,0,0.55,0.29,0.22
0,132,0,0,0,0.60,0.27,0.23
0,133,0,0,0,0.58,0.26,0.21
0,134,1,1,0,0.42,0.32,0.23
0,135,1,2,0,0.57,0.25,0.26
0,136,0,2,0,0.46,0.22,0.28
0,137,0,0,0,0.55,0.25,0.25
0,138,1,0,0,0.58,0.25,0.23
0,139,0,1,0,0.49,0.26,0.29
0,140,0,0,0,0.59,0.27,0.23
0,141,1,1,0,0.30,0.40,0.23
0,142,0,2,0,0.50,0.24,0.25
0,143,1,2,0,0.51,0.31,0.24
0,144,1,2,0,0.47,0.29,0.27
0,145,0,2,0,0.33,0.27,0.38
0,146,0,0,0,0.47,0.25,0.34
0,147,0,2,0,0.29,0.24,0.36
0,148,0,2,0,0.27,0.24,0.40
0,149,1,2,0,0.40,0.20,0.48
0,150,1,2,0,0.40,0.24,0.41
0,151,1,1,0,0.16,0.34,0.47
0,152,0,0,0,0.41,0.23,0.41
0,153,1,0,0,0.34,0.24,0.39
0,154,0,0,0,0.51,0.22,0.38
0,155,0,2,0,0.37,0.22,0.44
0,156,0,0,0,0.52,0.19,0.37
0,157,0,2,0,0.32,0.21,0.42
0,158,1,1,0,0.35,0.25,0.48
0,159,1,0,0,0.39,0.23,0.36
0,160,0,2,0,0.39,0.21,0.40
0,161,1,1,0,0.34,0.27,0.46
0,162,0,1,0,0.36,0.26,0.42
0,163,0,2,0,0.31,0.27,0.39
0,164,1,0,0,0.45,0.25,0.34
0,165,1,0,0,0.38,0.25,0.33
0,166,0,2,0,0.43,0.19,0.38
0,167,0,0,0,0.53,0.22,0.37
0,168,0,0,0,0.51,0.22,0.33
0,169,0,2,0,0.47,0.17,0.38
0,170,1,1,0,0.36,0.27,0.44
0,171,0,2,0,0.41,0.20,0.39
0,172,1,0,0,0.54,0.21,0.35
0,173,1,1,0,0.34,0.29,0.42
0,174,1,0,0,0.41,0.30,0.32
0,175,0,2,0,0.37,0.24,0.37
0,176,0,2,0,0.36,0.19,0.42
0,177,1,2,0,0.41,0.20,0.48
0,178,1,1,0,0.18,0.37,0.42
0,179,1,0,0,0.48,0.24,0.35
0,180,1,0,0,0.39,0.25,0.35
0,181,0,2,0,0.36,0.23,0.42
0,182,0,2,0,0.29,0.23,0.43
0,183,0,0,0,0.54,0.21,0.41
0,184,1,0,0,0.46,0.24,0.38
0,185,1,1,0,0.26,0.34,0.37
0,186,0,0,0,0.54,0.22,0.32
0,187,0,2,0,0.43,0.18,0.41
0,188,1,1,0,0.25,0.37,0.37
0,189,0,0,0,0.60,0.23,0.33
0,190,0,0,0,0.57,0.23,0.30
0,191,1,0,0,0.53,0.23,0.28
0,192,1,0,0,0.70,0.20,0.26
0,193,0,2,0,0.55,0.17,0.35
0,194,1,2,0,0.55,0.18,0.41
0,195,0,2,0,0.46,0.17,0.43
0,196,0,0,0,0.60,0.18,0.36
0,197,0,0,0,0.63,0.17,0.33
0,198,1,2,0,0.55,0.22,0.34
0,199,0,2,0,0.39,0.15,0.47
0,200,1,1,0,0.28,0.27,0.44
0,201,1,1,0,0.26,0.31,0.41
0,202,1,1,0,0.24,0.35,0.38
0,203,0,2,0,0.32,0.23,0.43
0,204,0,0,0,0.52,0.23,0.34
0,205,1,0,0,0.60,0.22,0.32
0,206,0,0,0,0.54,0.24,0.31
0,207,0,1,0,0.44,0.26,0.38
0,208,1,1,0,0.22,0.45,0.29
0,209,0,2,0,0.30,0.31,0.33
0,210,1,0,0,0.45,0.33,0.29
0,211,1,0,0,0.51,0.30,0.28
0,212,0,2,0,0.41,0.21,0.39
0,213,0,2,0,0.39,0.26,0.43
0,214,1,0,0,0.46,0.23,0.33
0,215,0,2,0,0.34,0.23,0.40
0,216,1,2,0,0.49,0.25,0.37
0,217,0,0,0,0.58,0.18,0.38
0,218,0,2,0,0.36,0.17,0.50
0,219,0,1,0,0.38,0.22,0.49
0,220,1,2,0,0.43,0.26,0.38
0,221,0,0,0,0.47,0.21,0.39
0,222,0,2,0,0.31,0.22,0.49
0,223,0,0,0,0.58,0.18,0.41
0,224,0,2,0,0.32,0.20,0.50
0,225,0,0,0,0.57,0.17,0.40
0,226,0,0,0,0.63,0.17,0.39
0,227,1,1,0,0.27,0.28,0.41
0,228,1,0,0,0.51,0.24,0.33
0,229,1,2,0,0.51,0.23,0.34
0,230,0,2,0,0.35,0.16,0.49
0,231,1,1,0,0.24,0.30,0.44
0,232,1,2,0,0.41,0.19,0.51
0,233,0,2,0,0.33,0.18,0.52
0,234,0,2,0,0.28,0.23,0.56
0,235,0,2,0,0.26,0.22,0.60
0,236,0,2,0,0.24,0.17,0.63
0,237,1,0,0,0.34,0.19,0.50
0,238,0,0,0,0.53,0.16,0.45
0,239,1,1,0,0.29,0.26,0.54
0,240,1,2,0,0.36,0.18,0.56
0,241,1,0,0,0.42,0.23,0.42
0,242,0,0,0,0.57,0.17,0.38
0,243,0,0,0,0.61,0.16,0.35
0,244,1,2,0,0.48,0.22,0.38
0,245,1,0,0,0.46,0.18,0.38
0,246,1,0,0,0.56,0.20,0.35
0,247,1,0,0,0.70,0.15,0.30
0,248,0,0,0,0.70,0.14,0.30
0,249,0,1,0,0.49,0.18,0.40
0,250,1,2,0,0.49,0.15,0.44
0,251,1,0,0,0.56,0.20,0.30
0,252,1,2,0,0.48,0.15,0.46
0,253,1,1,0,0.26,0.28,0.39
0,254,0,2,0,0.31,0.21,0.45
0,255,1,0,0,0.65,0.16,0.32
0,256,1,0,0,0.68,0.15,0.30
0,257,1,1,0,0.26,0.30,0.36
0,258,0,2,0,0.38,0.18,0.44
0,259,0,2,0,0.29,0.22,0.47
0,260,0,2,0,0.33,0.17,0.52
0,261,1,2,0,0.35,0.17,0.57
0,262,0,1,0,0.31,0.22,0.53
0,263,0,2,0,0.22,0.23,0.55
0,264,1,0,0,0.43,0.24,0.40
0,265,0,0,0,0.57,0.17,0.36
0,266,1,0,0,0.65,0.16,0.33
0,267,0,2,0,0.35,0.16,0.51
0,268,1,0,0,0.46,0.19,0.36
0,269,1,0,0,0.51,0.18,0.34
0,270,1,2,0,0.50,0.22,0.36
0,271,1,0,0,0.58,0.19,0.34
0,272,0,2,0,0.40,0.18,0.50
0,273,0,2,0,0.37,0.14,0.55
0,274,0,2,0,0.28,0.17,0.58
0,275,1,1,0,0.29,0.23,0.56
0,276,0,2,0,0.31,0.16,0.58
0,277,1,0,0,0.43,0.18,0.41
0,278,1,2,0,0.38,0.15,0.59
0,279,1,0,0,0.45,0.17,0.41
0,280,0,1,0,0.38,0.19,0.50
0,281,1,1,0,0.28,0.27,0.48
0,282,1,0,0,0.45,0.21,0.32
0,283,0,2,0,0.29,0.22,0.41
0,284,0,2,0,0.27,0.21,0.46
0,285,0,2,0,0.25,0.21,0.50
0,286,0,2,0,0.28,0.21,0.60
0,287,0,0,0,0.61,0.16,0.44
0,288,1,1,0,0.20,0.30,0.48
0,289,0,2,0,0.24,0.22,0.50
0,290,1,2,0,0.39,0.25,0.44
0,291,0,2,0,0.21,0.21,0.63
0,292,0,0,0,0.58,0.16,0.47
0,293,0,2,0,0.22,0.20,0.63
0,294,0,0,0,0.61,0.15,0.45
0,295,0,0,0,0.61,0.14,0.39
0,296,1,0,0,0.49,0.16,0.39
0,297,0,0,0,0.63,0.15,0.35
0,298,1,2,0,0.44,0.14,0.56
0,299,1,0,0,0.72,0.12,0.34
0,300,1,0,0,0.56,0.15,0.34
0,301,1,1,0,0.27,0.27,0.41
0,302,0,1,0,0.43,0.20,0.42
0,303,0,0,0,0.69,0.16,0.26
0,304,0,2,0,0.31,0.17,0.49
0,305,0,2,0,0.29,0.21,0.43
0,306,1,0,0,0.71,0.15,0.30
0,307,0,2,0,0.34,0.16,0.53
0,308,0,2,0,0.32,0.16,0.56
0,309,0,0,0,0.59,0.16,0.35
0,310,0,1,0,0.38,0.20,0.48
0,311,0,2,0,0.25,0.17,0.56
0,312,0,0,0,0.58,0.18,0.32
0,313,0,2,0,0.32,0.16,0.55
0,314,0,2,0,0.25,0.20,0.51
0,315,1,1,0,0.19,0.31,0.48
0,316,1,0,0,0.53,0.22,0.34
0,317,0,0,0,0.67,0.16,0.31
0,318,0,2,0,0.33,0.21,0.53
0,319,0,1,0,0.36,0.22,0.48
0,320,1,0,0,0.67,0.18,0.27
0,321,0,0,0,0.70,0.17,0.30
0,322,0,2,0,0.32,0.22,0.50
0,323,0,2,0,0.29,0.22,0.54
0,324,1,1,0,0.26,0.29,0.49
0,325,1,2,0,0.39,0.27,0.37
0,326,1,0,0,0.45,0.20,0.34
0,327,1,0,0,0.68,0.17,0.28
0,328,1,0,0,0.59,0.21,0.30
0,329,1,2,0,0.46,0.24,0.35
0,330,0,2,0,0.30,0.20,0.56
0,331,0,2,0,0.28,0.15,0.60
0,332,0,2,0,0.27,0.15,0.63
0,333,1,1,0,0.16,0.31,0.51
0,334,1,0,0,0.46,0.19,0.36
0,335,0,2,0,0.28,0.17,0.60
0,336,0,2,0,0.26,0.16,0.62
0,337,0,0,0,0.64,0.15,0.36
0,338,1,1,0,0.17,0.38,0.44
0,339,0,2,0,0.22,0.23,0.51
0,340,0,2,0,0.25,0.23,0.62
0,341,0,1,0,0.30,0.23,0.54
0,342,0,2,0,0.18,0.24,0.61
0,343,1,1,0,0.21,0.33,0.54
0,344,0,0,0,0.63,0.20,0.35
0,345,0,2,0,0.19,0.26,0.58
0,346,1,1,0,0.13,0.46,0.43
0,347,1,2,0,0.26,0.22,0.60
0,348,0,2,0,0.20,0.28,0.61
0,349,0,1,0,0.25,0.28,0.52
0,350,1,0,0,0.46,0.28,0.34
0,351,1,0,0,0.52,0.26,0.31
0,352,1,2,0,0.30,0.21,0.58
0,353,0,2,0,0.19,0.21,0.62
0,354,1,0,0,0.68,0.17,0.31
0,355,0,0,0,0.66,0.18,0.30
0,356,0,2,0,0.21,0.24,0.58
0,357,0,2,0,0.25,0.23,0.60
0,358,0,0,0,0.59,0.18,0.34
0,359,0,0,0,0.72,0.15,0.33
0,360,0,0,0,0.71,0.15,0.29
0,361,0,0,0,0.73,0.15,0.27
0,362,0,2,0,0.31,0.16,0.57
0,363,1,1,0,0.19,0.39,0.39
0,364,0,0,0,0.66,0.18,0.26
0,365,1,1,0,0.20,0.43,0.35
0,366,1,1,0,0.19,0.48,0.32
0,367,1,2,0,0.34,0.22,0.53
0,368,0,0,0,0.74,0.19,0.26
0,369,0,2,0,0.28,0.28,0.52
0,370,0,1,0,0.33,0.28,0.43
0,371,0,2,0,0.24,0.30,0.53
0,372,0,2,0,0.19,0.28,0.58
0,373,0,2,0,0.18,0.26,0.61
0,374,1,0,0,0.48,0.22,0.32
0,375,0,2,0,0.24,0.25,0.61
0,376,0,0,0,0.72,0.16,0.33
0,377,1,2,0,0.40,0.27,0.39
0,378,0,0,0,0.71,0.15,0.35
0,379,1,0,0,0.73,0.16,0.28
0,380,0,2,0,0.25,0.22,0.61
0,381,1,2,0,0.39,0.25,0.41
0,382,1,0,0,0.71,0.14,0.32
0,383,0,2,0,0.23,0.20,0.66
0,384,1,2,0,0.36,0.23,0.46
0,385,0,1,0,0.28,0.20,0.58
0,386,0,0,0,0.68,0.14,0.36
0,387,0,1,0,0.28,0.22,0.52
0,388,1,2,0,0.25,0.18,0.64
0,389,0,2,0,0.19,0.18,0.65
0,390,1,0,0,0.52,0.21,0.35
0,391,0,2,0,0.17,0.17,0.68
0,392,0,0,0,0.66,0.14,0.32
0,393,1,0,0,0.52,0.17,0.32
0,394,1,2,0,0.39,0.24,0.40
0,395,0,2,0,0.23,0.20,0.66
0,396,0,0,0,0.69,0.13,0.33
0,397,0,2,0,0.24,0.14,0.67
0,398,0,2,0,0.22,0.19,0.68
0,399,1,1,0,0.13,0.37,0.50
0,400,0,2,0,0.17,0.20,0.67
0,401,0,2,0,0.20,0.21,0.69
0,402,1,0,0,0.57,0.18,0.37
0,403,0,2,0,0.22,0.19,0.68
0,404,1,1,0,0.21,0.27,0.58
0,405,0,1,0,0.28,0.23,0.52
0,406,0,0,0,0.60,0.19,0.28
0,407,1,0,0,0.74,0.16,0.24
0,408,0,2,0,0.18,0.22,0.61
0,409,1,0,0,0.75,0.14,0.26
0,410,1,0,0,0.76,0.15,0.23
0,411,1,0,0,0.77,0.15,0.22
0,412,1,1,0,0.16,0.42,0.37
0,413,0,2,0,0.20,0.19,0.61
0,414,1,1,0,0.15,0.47,0.37
0,415,1,0,0,0.77,0.16,0.21
0,416,0,0,0,0.74,0.17,0.21
0,417,1,0,0,0.80,0.16,0.19
0,418,0,0,0,0.77,0.16,0.20
0,419,1,2,0,0.34,0.18,0.56
0,420,1,0,0,0.60,0.20,0.23
0,421,1,1,0,0.19,0.47,0.32
0,422,0,0,0,0.78,0.17,0.19
0,423,0,2,0,0.22,0.20,0.57
0,424,1,0,0,0.70,0.22,0.22
0,425,1,1,0,0.20,0.49,0.31
0,426,0,2,0,0.25,0.26,0.43
0,427,0,2,0,0.26,0.20,0.59
0,428,0,0,0,0.72,0.19,0.23
0,429,1,2,0,0.42,0.29,0.35
0,430,0,0,0,0.71,0.17,0.25
0,431,0,2,0,0.26,0.17,0.63
0,432,1,0,0,0.61,0.18,0.27
0,433,1,2,0,0.42,0.26,0.38
0,434,1,2,0,0.30,0.15,0.68
0,435,0,0,0,0.70,0.15,0.29
0,436,0,1,0,0.34,0.22,0.50
0,437,0,1,0,0.31,0.25,0.46
0,438,1,1,0,0.14,0.45,0.39
0,439,0,2,0,0.20,0.30,0.57
0,440,0,2,0,0.19,0.29,0.61
0,441,0,0,0,0.71,0.17,0.24
0,442,1,0,0,0.78,0.15,0.22
0,443,0,2,0,0.20,0.26,0.61
0,444,0,2,0,0.18,0.24,0.54
0,445,1,1,0,0.13,0.42,0.46
0,446,1,2,0,0.24,0.20,0.67
0,447,0,2,0,0.17,0.27,0.67
0,448,0,0,0,0.64,0.18,0.27
0,449,0,1,0,0.28,0.27,0.49
0,450,0,0,0,0.75,0.17,0.26
0,451,0,2,0,0.17,0.26,0.53
0,452,1,1,0,0.19,0.38,0.49
0,453,1,1,0,0.11,0.57,0.36
0,454,1,0,0,0.61,0.28,0.23
0,455,1,0,0,0.79,0.18,0.18
0,456,0,2,0,0.18,0.29,0.48
0,457,1,0,0,0.66,0.24,0.24
0,458,0,2,0,0.19,0.26,0.51
0,459,1,1,0,0.14,0.53,0.37
0,460,0,2,0,0.20,0.29,0.62
0,461,0,0,0,0.79,0.16,0.25
0,462,1,1,0,0.14,0.55,0.36
0,463,0,0,0,0.70,0.22,0.20
0,464,1,2,0,0.27,0.20,0.62
0,465,1,1,0,0.14,0.57,0.34
0,466,0,1,0,0.29,0.34,0.40
0,467,0,0,0,0.74,0.22,0.18
0,468,0,2,0,0.16,0.33,0.57
0,469,1,0,0,0.80,0.18,0.18
0,470,1,2,0,0.35,0.37,0.32
0,471,0,0,0,0.74,0.18,0.21
0,472,1,2,0,0.34,0.34,0.35
0,473,1,0,0,0.78,0.17,0.21
0,474,1,1,0,0.12,0.55,0.37
0,475,0,2,0,0.15,0.23,0.67
0,476,0,2,0,0.18,0.21,0.66
0,477,0,0,0,0.68,0.20,0.23
0,478,0,2,0,0.19,0.20,0.67
0,479,1,0,0,0.80,0.14,0.22
0,480,0,2,0,0.19,0.26,0.67
0,481,1,0,0,0.67,0.20,0.27
0,482,1,1,0,0.21,0.36,0.48
0,483,0,0,0,0.80,0.15,0.23
0,484,1,0,0,0.82,0.16,0.18
0,485,0,0,0,0.74,0.18,0.19
0,486,1,1,0,0.16,0.47,0.36
0,487,1,0,0,0.72,0.23,0.19
0,488,0,2,0,0.18,0.21,0.63
0,489,0,2,0,0.22,0.20,0.62
0,490,0,0,0,0.83,0.14,0.21
0,491,0,2,0,0.21,0.19,0.64
0,492,0,2,0,0.17,0.24,0.65
0,493,1,2,0,0.26,0.16,0.69
0,494,1,2,0,0.33,0.29,0.41
0,495,1,1,0,0.12,0.44,0.47
0,496,1,1,0,0.12,0.55,0.39
0,497,0,0,0,0.70,0.20,0.21
0,498,1,0,0,0.70,0.22,0.23
0,499,1,1,0,0.14,0.57,0.33
0,500,1,2,0,0.25,0.20,0.65
0,501,1,0,0,0.82,0.15,0.19
0,502,0,2,0,0.19,0.20,0.66
0,503,1,1,0,0.13,0.58,0.34
0,504,1,1,0,0.20,0.45,0.43
0,505,0,2,0,0.14,0.33,0.62
0,506,1,1,0,0.18,0.48,0.42
0,507,1,1,0,0.18,0.52,0.39
0,508,1,1,0,0.11,0.71,0.26
0,509,0,0,0,0.74,0.25,0.15
0,510,1,0,0,0.68,0.32,0.16
0,511,1,0,0,0.71,0.30,0.15
0,512,0,2,0,0.20,0.35,0.54
0,513,1,1,0,0.14,0.59,0.30
0,514,0,2,0,0.19,0.36,0.56
0,515,0,2,0,0.14,0.32,0.61
0,516,1,0,0,0.71,0.25,0.20
0,517,0,2,0,0.15,0.29,0.63
0,518,0,2,0,0.19,0.28,0.64
0,519,1,0,0,0.83,0.16,0.18
0,520,1,0,0,0.73,0.20,0.22
0,521,0,0,0,0.76,0.17,0.18
0,522,1,1,0,0.15,0.50,0.35
0,523,1,0,0,0.65,0.22,0.18
0,524,1,1,0,0.16,0.60,0.27
0,525,1,1,0,0.23,0.47,0.36
0,526,0,2,0,0.21,0.33,0.57
0,527,1,1,0,0.21,0.49,0.37
0,528,1,0,0,0.84,0.19,0.13
0,529,1,0,0,0.85,0.18,0.13
0,530,0,0,0,0.85,0.17,0.16
0,531,0,2,0,0.16,0.31,0.58
0,532,1,0,0,0.85,0.18,0.13
0,533,1,2,0,0.26,0.20,0.63
0,534,0,0,0,0.76,0.20,0.15
0,535,1,1,0,0.14,0.56,0.31
0,536,0,0,0,0.81,0.17,0.15
0,537,1,1,0,0.15,0.59,0.28
0,538,0,2,0,0.18,0.33,0.45
0,539,1,0,0,0.85,0.16,0.14
0,540,0,2,0,0.17,0.30,0.49
0,541,1,1,0,0.13,0.58,0.33
0,542,1,0,0,0.85,0.18,0.14
0,543,1,1,0,0.13,0.60,0.31
0,544,1,0,0,0.65,0.26,0.16
0,545,1,1,0,0.15,0.68,0.24
0,546,1,1,0,0.14,0.70,0.23
0,547,1,1,0,0.14,0.72,0.22
0,548,0,2,0,0.19,0.28,0.60
0,549,1,2,0,0.24,0.24,0.63
0,550,1,1,0,0.19,0.55,0.36
0,551,0,0,0,0.75,0.27,0.13
0,552,0,2,0,0.14,0.36,0.60
0,553,0,2,0,0.14,0.33,0.63
0,554,1,0,0,0.84,0.16,0.15
0,555,1,1,0,0.13,0.62,0.31
0,556,0,2,0,0.13,0.26,0.69
0,557,0,2,0,0.15,0.33,0.52
0,558,1,0,0,0.63,0.24,0.19
0,559,0,2,0,0.18,0.21,0.70
0,560,1,0,0,0.66,0.22,0.19
0,561,0,0,0,0.83,0.15,0.18
0,562,1,1,0,0.22,0.47,0.39
0,563,1,2,0,0.35,0.39,0.31
0,564,1,0,0,0.86,0.14,0.17
0,565,0,0,0,0.86,0.13,0.20
0,566,0,0,0,0.79,0.18,0.16
0,567,0,0,0,0.87,0.13,0.19
0,568,1,2,0,0.35,0.35,0.32
0,569,0,1,0,0.29,0.29,0.43
0,570,0,0,0,0.77,0.19,0.15
0,571,1,0,0,0.86,0.13,0.15
0,572,1,1,0,0.13,0.65,0.27
0,573,0,0,0,0.86,0.14,0.17
0,574,1,2,0,0.24,0.19,0.67
0,575,0,0,0,0.81,0.15,0.16
0,576,0,2,0,0.17,0.20,0.68
0,577,1,0,0,0.86,0.15,0.14
0,578,0,2,0,0.14,0.26,0.68
0,579,1,2,0,0.32,0.34,0.35
0,580,1,0,0,0.85,0.13,0.17
0,581,0,2,0,0.16,0.17,0.74
0,582,0,1,0,0.26,0.28,0.47
0,583,0,2,0,0.11,0.20,0.75
0,584,1,0,0,0.84,0.14,0.16
0,585,1,0,0,0.74,0.18,0.21
0,586,1,2,0,0.29,0.33,0.37
0,587,1,0,0,0.84,0.10,0.19
0,588,1,0,0,0.75,0.16,0.22
0,589,0,2,0,0.17,0.23,0.70
0,590,0,2,0,0.12,0.16,0.78
0,591,1,1,0,0.11,0.50,0.40
0,592,0,2,0,0.16,0.24,0.71
0,593,1,0,0,0.63,0.17,0.21
0,594,0,2,0,0.17,0.23,0.72
0,595,1,1,0,0.11,0.51,0.39
0,596,1,0,0,0.86,0.11,0.17
0,597,0,2,0,0.15,0.24,0.59
0,598,1,1,0,0.17,0.43,0.46
0,599,1,0,0,0.86,0.14,0.15
0,600,1,0,0,0.66,0.19,0.18
0,601,0,1,0,0.28,0.30,0.41
0,602,1,1,0,0.12,0.68,0.27
0,603,1,0,0,0.86,0.16,0.12
0,604,1,0,0,0.87,0.16,0.12
0,605,0,0,0,0.79,0.19,0.12
0,606,1,1,0,0.19,0.51,0.34
0,607,1,2,0,0.30,0.41,0.29
0,608,1,2,0,0.28,0.39,0.33
0,609,1,0,0,0.64,0.20,0.18
0,610,1,0,0,0.87,0.13,0.13
0,611,0,0,0,0.80,0.16,0.14
0,612,1,0,0,0.88,0.13,0.13
0,613,1,0,0,0.88,0.13,0.13
0,614,0,0,0,0.84,0.12,0.15
0,615,1,2,0,0.31,0.33,0.35
0,616,0,2,0,0.13,0.23,0.71
0,617,1,1,0,0.18,0.43,0.43
0,618,0,2,0,0.16,0.26,0.69
0,619,1,2,0,0.27,0.33,0.40
0,620,1,0,0,0.86,0.10,0.18
0,621,0,0,0,0.86,0.10,0.22
0,622,0,0,0,0.86,0.09,0.21
0,623,0,2,0,0.12,0.22,0.73
0,624,0,2,0,0.15,0.22,0.73
0,625,0,2,0,0.15,0.21,0.75
0,626,1,0,0,0.86,0.08,0.19
0,627,1,2,0,0.20,0.12,0.78
0,628,0,2,0,0.13,0.20,0.66
0,629,0,0,0,0.77,0.11,0.21
0,630,1,0,0,0.66,0.13,0.23
0,631,1,1,0,0.11,0.48,0.41
0,632,0,0,0,0.81,0.12,0.17
