round,epoch,layer,neuron,type,weight,value
0,600,0,0,N,0,0.40618212771275286
0,600,0,0,N,1,-0.14027267255198866
0,600,0,0,N,2,0.4413683912450508
0,600,0,0,N,3,0.18348495926591432
0,600,0,0,N,4,0.07708251812561019
0,600,0,0,N,5,0.08541259362587107
0,600,0,0,N,6,0.02244788460775952
0,600,0,0,N,7,-0.33905350948812385
0,600,0,0,N,8,-0.4983058269454406
0,600,0,0,N,9,-0.3146604288270893
0,600,0,0,N,10,-0.32937405305564854
0,600,0,0,N,11,0.4167277289795371
0,600,0,0,N,12,0.20653857938666273
0,600,0,0,N,13,0.4884797118332456
0,600,0,0,N,14,-0.5281888255053657
0,600,0,0,N,15,-0.5263345760938165
0,600,0,0,N,16,-0.1821636217954148
0,600,0,0,N,17,0.7639572733842124
0,600,0,0,N,18,0.2552070598957078
0,600,0,0,N,19,0.3208174922499933
0,600,0,0,N,20,-0.02332776330886857
0,600,0,0,N,21,-0.8500031060909666
0,600,0,0,N,22,-0.52628696546857
0,600,0,0,N,23,-0.7400393535487981
0,600,0,0,N,24,-0.8175015720220322
0,600,0,0,N,25,-0.04198336099552191
0,600,0,0,N,26,0.597134133876688
0,600,0,0,N,27,0.6310693986287494
0,600,0,0,N,28,0.45496644010976467
0,600,0,0,N,29,-0.014259131003363217
0,600,0,0,N,30,-0.7336692931816997
0,600,0,0,N,31,0.43291928265239965
0,600,0,0,N,32,0.5019138831263861
0,600,0,0,N,33,-0.5598315988003564
0,600,0,0,N,34,-0.0974260467038622
0,600,0,0,N,35,0.2271364826383445
0,600,0,0,N,36,-0.1426607374890921
0,600,0,0,N,37,0.359306190482367
0,600,0,0,N,38,0.4485204412683374
0,600,0,0,N,39,0.3589845762484014
0,600,0,0,N,40,0.49448088963105546
0,600,0,0,N,41,-0.6617880675491562
0,600,0,0,N,42,0.45400441669569513
0,600,0,0,N,43,0.2258983293398231
0,600,0,0,N,44,0.07721846473314756
0,600,0,0,N,45,0.5230234016381801
0,600,0,0,N,46,0.7292637670314611
0,600,0,0,N,47,-0.23907677340633202
0,600,0,0,N,48,-0.12559062976133142
0,600,0,0,N,49,0.6813622171010588
0,600,0,0,N,50,-0.13390742355054835
0,600,0,0,N,51,-0.18871390523115927
0,600,0,0,N,52,0.24662111392766753
0,600,0,0,N,53,0.28432642122540275
0,600,0,0,N,54,0.26740658204909684
0,600,0,0,N,55,0.6720138457374973
0,600,0,1,N,0,-0.20965244363824256
0,600,0,1,N,1,0.7484456818336851
0,600,0,1,N,2,0.5153821579265345
0,600,0,1,N,3,-0.17728629851676506
0,600,0,1,N,4,-0.16379011186261608
0,600,0,1,N,5,-0.39430953838376553
0,600,0,1,N,6,-0.0055708093861304205
0,600,0,1,N,7,0.29754630933005516
0,600,0,1,N,8,0.1581179915726754
0,600,0,1,N,9,-0.2959102590828474
0,600,0,1,N,10,-0.0993245843584765
0,600,0,1,N,11,0.16590323514568026
0,600,0,1,N,12,-0.3486813690373728
0,600,0,1,N,13,-0.4807443376244174
0,600,0,1,N,14,-0.0898118505057278
0,600,0,1,N,15,-0.5107385929639837
0,600,0,1,N,16,-0.7392930678290357
0,600,0,1,N,17,0.150178895087798
0,600,0,1,N,18,-0.06322467314395655
0,600,0,1,N,19,0.6655674496808641
0,600,0,1,N,20,-0.39107535075685196
