tGroup,round,epoch,layer,neuron,type,weight,value
0-2,5,700,1,4,N,24,-0.3607139492505826
0-2,5,700,1,4,N,25,0.45319912822543007
0-2,5,700,1,4,N,26,0.08098210806559922
0-2,5,700,1,4,N,27,-0.7974074123279575
0-2,5,700,1,4,N,28,0.7867883072327092
0-2,5,700,1,4,N,29,0.13746020531690767
0-2,5,700,1,5,N,0,0.3651555676155433
0-2,5,700,1,5,N,1,0.6910442694729957
0-2,5,700,1,5,N,2,0.13407391834855878
0-2,5,700,1,5,N,3,0.291276417456428
0-2,5,700,1,5,N,4,-0.32998171372625607
0-2,5,700,1,5,N,5,-0.7494513542323272
0-2,5,700,1,5,N,6,0.7695320432013716
0-2,5,700,1,5,N,7,0.055354577913959514
0-2,5,700,1,5,N,8,-0.008657935048092622
0-2,5,700,1,5,N,9,-0.3399179968116077
0-2,5,700,1,5,N,10,-0.23583643421082498
0-2,5,700,1,5,N,11,-0.3481244904912318
0-2,5,700,1,5,N,12,-0.4776110269945573
0-2,5,700,1,5,N,13,-0.39346835801072294
0-2,5,700,1,5,N,14,0.3467410826810859
0-2,5,700,1,5,N,15,-0.8850474746721916
0-2,5,700,1,5,N,16,-0.38516116972298464
0-2,5,700,1,5,N,17,0.2833184603325907
0-2,5,700,1,5,N,18,-0.48193974337734125
0-2,5,700,1,5,N,19,0.029224169289033687
0-2,5,700,1,5,N,20,-0.6612648477879042
0-2,5,700,1,5,N,21,0.611765903061538
0-2,5,700,1,5,N,22,-0.05617324327115122
0-2,5,700,1,5,N,23,0.9254962655136197
0-2,5,700,1,5,N,24,-0.2915537700312375
0-2,5,700,1,5,N,25,0.7036692201346509
0-2,5,700,1,5,N,26,-0.5020072778695137
0-2,5,700,1,5,N,27,0.6720796655960612
0-2,5,700,1,5,N,28,-0.1858968347256473
0-2,5,700,1,5,N,29,-0.032771898574857496
0-2,5,700,1,6,N,0,0.08379219265273079
0-2,5,700,1,6,N,1,0.7909450739870519
0-2,5,700,1,6,N,2,0.08564668112659665
0-2,5,700,1,6,N,3,0.12392868007323336
0-2,5,700,1,6,N,4,-0.45917392958350844
0-2,5,700,1,6,N,5,0.3994328229426143
0-2,5,700,1,6,N,6,-0.2923070048805448
0-2,5,700,1,6,N,7,0.027822227418319606
0-2,5,700,1,6,N,8,0.4906321513058561
0-2,5,700,1,6,N,9,-0.27503826191779934
0-2,5,700,1,6,N,10,0.20301516130863104
0-2,5,700,1,6,N,11,0.7437162682965275
0-2,5,700,1,6,N,12,-0.18180289687199963
0-2,5,700,1,6,N,13,-0.7363050145599122
0-2,5,700,1,6,N,14,0.4083504254642744
0-2,5,700,1,6,N,15,0.17718279448203644
0-2,5,700,1,6,N,16,-0.013172139782949004
0-2,5,700,1,6,N,17,0.02494389138707345
0-2,5,700,1,6,N,18,0.3047269084588322
0-2,5,700,1,6,N,19,0.5419376269622911
0-2,5,700,1,6,N,20,-0.13762744415209038
0-2,5,700,1,6,N,21,0.12625011647185927
0-2,5,700,1,6,N,22,0.5227786129234848
0-2,5,700,1,6,N,23,-0.8576026078396166
0-2,5,700,1,6,N,24,0.15022206106898542
0-2,5,700,1,6,N,25,0.1782722500175424
0-2,5,700,1,6,N,26,0.10500605088800599
0-2,5,700,1,6,N,27,-0.8285963664340904
0-2,5,700,1,6,N,28,0.13411312539158407
0-2,5,700,1,6,N,29,-0.466804539374817
0-2,5,700,1,7,N,0,-0.20976030693755945
0-2,5,700,1,7,N,1,0.4992362084218548
0-2,5,700,1,7,N,2,-0.24189772628342668
0-2,5,700,1,7,N,3,0.7790377425092592
0-2,5,700,1,7,N,4,0.4872244558393929
0-2,5,700,1,7,N,5,0.6320992905594232
0-2,5,700,1,7,N,6,-0.015346206787702127
0-2,5,700,1,7,N,7,0.11368516778422184
0-2,5,700,1,7,N,8,0.16700772509200298
0-2,5,700,1,7,N,9,0.08939371544495198
0-2,5,700,1,7,N,10,0.4048211794049549
0-2,5,700,1,7,N,11,-0.6494123439765382
0-2,5,700,1,7,N,12,0.2580295316048969
0-2,5,700,1,7,N,13,0.9015648662561359
0-2,5,700,1,7,N,14,0.19242745607387887
0-2,5,700,1,7,N,15,-0.37048261837631563
0-2,5,700,1,7,N,16,-0.27880571235463303
0-2,5,700,1,7,N,17,0.47446290918423434
0-2,5,700,1,7,N,18,0.2751937318634598
0-2,5,700,1,7,N,19,-0.2571715930433434
0-2,5,700,1,7,N,20,-0.05967610910702829
0-2,5,700,1,7,N,21,0.15918387289422442
0-2,5,700,1,7,N,22,0.011639464191421806
0-2,5,700,1,7,N,23,0.051253040628703395
0-2,5,700,1,7,N,24,-0.29211282685516965
0-2,5,700,1,7,N,25,-0.5884269078635904
0-2,5,700,1,7,N,26,-0.5122651510687616
0-2,5,700,1,7,N,27,-0.17970560120375703
0-2,5,700,1,7,N,28,-0.44773475855358613
0-2,5,700,1,7,N,29,0.6589364498053025
0-2,5,700,1,8,N,0,0.45185374231613623
0-2,5,700,1,8,N,1,0.10036548658638172
0-2,5,700,1,8,N,2,0.5543521842040373
0-2,5,700,1,8,N,3,0.0019112996916213927
0-2,5,700,1,8,N,4,0.33771394122963716
0-2,5,700,1,8,N,5,0.5883888886887472
0-2,5,700,1,8,N,6,0.21638465151726002
0-2,5,700,1,8,N,7,0.025079372616021355
0-2,5,700,1,8,N,8,-0.5310765983669412
0-2,5,700,1,8,N,9,-0.6139011581466366
0-2,5,700,1,8,N,10,0.25814813229354044
0-2,5,700,1,8,N,11,-0.2760002657694631
0-2,5,700,1,8,N,12,-0.30355966585008515
0-2,5,700,1,8,N,13,0.08163119757144296
0-2,5,700,1,8,N,14,-0.7386326885787092
0-2,5,700,1,8,N,15,0.051790677688571686
0-2,5,700,1,8,N,16,0.520869823655547
0-2,5,700,1,8,N,17,0.14174451066560442
0-2,5,700,1,8,N,18,-0.32939597958533373
0-2,5,700,1,8,N,19,-0.570182407844624
0-2,5,700,1,8,N,20,0.6690436950147525
0-2,5,700,1,8,N,21,0.2946974282599014
0-2,5,700,1,8,N,22,-0.9762024727385787
0-2,5,700,1,8,N,23,0.22529085773413474
0-2,5,700,1,8,N,24,0.17260316701676595
0-2,5,700,1,8,N,25,-0.07331287204053573
0-2,5,700,1,8,N,26,-0.5336626627803381
0-2,5,700,1,8,N,27,0.24816537085827056
0-2,5,700,1,8,N,28,-0.25507800663169095
0-2,5,700,1,8,N,29,0.1337424428819895
0-2,5,700,1,9,N,0,0.18847252561048222
0-2,5,700,1,9,N,1,-0.474619642275535
0-2,5,700,1,9,N,2,-0.19126885702000185
0-2,5,700,1,9,N,3,-0.18641870410742778
0-2,5,700,1,9,N,4,0.13772358298119416
0-2,5,700,1,9,N,5,0.250889132939773
0-2,5,700,1,9,N,6,0.053899049420843274
0-2,5,700,1,9,N,7,-0.25912505563089056
0-2,5,700,1,9,N,8,0.1705564057796183
0-2,5,700,1,9,N,9,0.6103521318250854
0-2,5,700,1,9,N,10,0.6834947317620753
0-2,5,700,1,9,N,11,0.5738920581629405
0-2,5,700,1,9,N,12,-0.6146726730013744
0-2,5,700,1,9,N,13,-0.7455503898680864
0-2,5,700,1,9,N,14,0.3886122215746837
0-2,5,700,1,9,N,15,0.3123483048469019
0-2,5,700,1,9,N,16,-0.5623802579675456
0-2,5,700,1,9,N,17,0.3648630635214099
0-2,5,700,1,9,N,18,0.7117550146601676
0-2,5,700,1,9,N,19,0.9113420786271297
0-2,5,700,1,9,N,20,0.009082231385809962
0-2,5,700,1,9,N,21,-0.6939424324059252
0-2,5,700,1,9,N,22,0.500272276098829
0-2,5,700,1,9,N,23,-0.5536591952700862
0-2,5,700,1,9,N,24,0.04316853210729387
0-2,5,700,1,9,N,25,0.03689658983316677
0-2,5,700,1,9,N,26,-0.9201123475546149
0-2,5,700,1,9,N,27,-0.1816205710405029
0-2,5,700,1,9,N,28,-0.502939453557871
0-2,5,700,1,9,N,29,-0.09696255079680705
0-2,5,700,1,10,N,0,0.11975297632595433
0-2,5,700,1,10,N,1,-0.04552629584021652
0-2,5,700,1,10,N,2,0.2718306091587972
0-2,5,700,1,10,N,3,-0.23016836034885543
0-2,5,700,1,10,N,4,-0.791487626838226
0-2,5,700,1,10,N,5,-0.13227069692523896
0-2,5,700,1,10,N,6,0.5138266923283964
0-2,5,700,1,10,N,7,0.3794834905788232
0-2,5,700,1,10,N,8,0.4421308058448832
0-2,5,700,1,10,N,9,0.23782733965612002
0-2,5,700,1,10,N,10,-0.5145587101543505
0-2,5,700,1,10,N,11,0.11455579506819961
0-2,5,700,1,10,N,12,0.012250968290642863
0-2,5,700,1,10,N,13,0.5789177596283084
0-2,5,700,1,10,N,14,0.13300976502680162
0-2,5,700,1,10,N,15,0.25372975766086786
0-2,5,700,1,10,N,16,0.11662773081507724
0-2,5,700,1,10,N,17,-0.2275425278109636
0-2,5,700,1,10,N,18,0.7548663312039705
0-2,5,700,1,10,N,19,0.029214348056274455
0-2,5,700,1,10,N,20,-0.358151146971918
0-2,5,700,1,10,N,21,0.3148382197274975
0-2,5,700,1,10,N,22,0.13801885420397964
0-2,5,700,1,10,N,23,0.13357751752307526
0-2,5,700,1,10,N,24,0.3337376586709919
0-2,5,700,1,10,N,25,0.059829565943441076
0-2,5,700,1,10,N,26,0.31197364542076644
0-2,5,700,1,10,N,27,0.5136662031977159
0-2,5,700,1,10,N,28,0.21526392959706897
0-2,5,700,1,10,N,29,0.6368858152068879
0-2,5,700,1,11,N,0,0.43732566995917305
0-2,5,700,1,11,N,1,0.5818341689266414
0-2,5,700,1,11,N,2,0.3472128838312074
0-2,5,700,1,11,N,3,0.4087652588739868
0-2,5,700,1,11,N,4,-0.7051858694228869
0-2,5,700,1,11,N,5,0.2518218852133326
0-2,5,700,1,11,N,6,-0.6641031855255541
0-2,5,700,1,11,N,7,0.027123463935092074
0-2,5,700,1,11,N,8,-0.5419960678003817
0-2,5,700,1,11,N,9,0.016747854049187542
0-2,5,700,1,11,N,10,-0.18038861522553806
0-2,5,700,1,11,N,11,0.05157353593251571
0-2,5,700,1,11,N,12,0.11310282173526401
0-2,5,700,1,11,N,13,0.4849387060988107
0-2,5,700,1,11,N,14,-0.002066896894427945
0-2,5,700,1,11,N,15,0.3695944549160642
0-2,5,700,1,11,N,16,0.34774273568990033
0-2,5,700,1,11,N,17,-0.43115536224384016
0-2,5,700,1,11,N,18,0.14638731720225384
0-2,5,700,1,11,N,19,0.5948304860779204
0-2,5,700,1,11,N,20,0.30637503183251286
0-2,5,700,1,11,N,21,-0.40964296027456293
0-2,5,700,1,11,N,22,-0.2379417318248187
0-2,5,700,1,11,N,23,-0.6669551790793261
0-2,5,700,1,11,N,24,-0.36221868609360336
0-2,5,700,1,11,N,25,-0.17264631731599117
0-2,5,700,1,11,N,26,0.10741585858703018
0-2,5,700,1,11,N,27,0.39821419861221796
0-2,5,700,1,11,N,28,0.5640309998883692
0-2,5,700,1,11,N,29,-0.4844235397460049
0-2,5,700,1,12,N,0,0.34526959824436126
0-2,5,700,1,12,N,1,0.041233886722385066
0-2,5,700,1,12,N,2,-0.056668260500141246
0-2,5,700,1,12,N,3,0.3298255165376858
0-2,5,700,1,12,N,4,0.703267176576749
0-2,5,700,1,12,N,5,-0.875587490222429
0-2,5,700,1,12,N,6,0.37783269639505535
0-2,5,700,1,12,N,7,-0.7331150157126348
0-2,5,700,1,12,N,8,-0.2693791600707888
0-2,5,700,1,12,N,9,-0.8465230310966283
0-2,5,700,1,12,N,10,-0.048801756796686996
0-2,5,700,1,12,N,11,0.44260838190022855
0-2,5,700,1,12,N,12,0.39713615245948913
0-2,5,700,1,12,N,13,-0.1097297393220767
0-2,5,700,1,12,N,14,0.4330147540881322
0-2,5,700,1,12,N,15,-0.31246388771015693
0-2,5,700,1,12,N,16,-2.367114076093907E-4
0-2,5,700,1,12,N,17,0.19471987734429277
0-2,5,700,1,12,N,18,0.2712781958512704
0-2,5,700,1,12,N,19,-0.30829008302729777
0-2,5,700,1,12,N,20,0.6876378398159266
0-2,5,700,1,12,N,21,0.3459929783595606
0-2,5,700,1,12,N,22,0.39280420396671717
0-2,5,700,1,12,N,23,0.023202764450492453
0-2,5,700,1,12,N,24,0.23253457334133823
0-2,5,700,1,12,N,25,-0.3519273978914425
0-2,5,700,1,12,N,26,-0.11465446452425877
0-2,5,700,1,12,N,27,-0.1343435303714537
0-2,5,700,1,12,N,28,-0.47651790411018535
0-2,5,700,1,12,N,29,0.132020316174889
0-2,5,700,1,13,N,0,0.10527586074315425
0-2,5,700,1,13,N,1,0.5292450264839221
0-2,5,700,1,13,N,2,-0.25093960424891815
0-2,5,700,1,13,N,3,0.174667757253895
0-2,5,700,1,13,N,4,-0.7368984569526081
0-2,5,700,1,13,N,5,-0.17785633842226142
0-2,5,700,1,13,N,6,-0.02579256182010859
0-2,5,700,1,13,N,7,0.4305742745298512
0-2,5,700,1,13,N,8,-0.12504714948147003
0-2,5,700,1,13,N,9,0.07162638873993794
0-2,5,700,1,13,N,10,0.0816066678741423
0-2,5,700,1,13,N,11,0.9583593868947289
0-2,5,700,1,13,N,12,-0.8231577709080046
0-2,5,700,1,13,N,13,0.2601704993940535
0-2,5,700,1,13,N,14,0.15660774812249603
0-2,5,700,1,13,N,15,-0.24282308985339915
0-2,5,700,1,13,N,16,0.41437508473176204
0-2,5,700,1,13,N,17,-0.12907534553651923
0-2,5,700,1,13,N,18,0.47226863460955176
0-2,5,700,1,13,N,19,0.4107336749030178
0-2,5,700,1,13,N,20,0.18909040358713153
0-2,5,700,1,13,N,21,-0.37434385435268597
0-2,5,700,1,13,N,22,0.5681829949662239
0-2,5,700,1,13,N,23,-0.594129592197429
0-2,5,700,1,13,N,24,0.9219691168710779
0-2,5,700,1,13,N,25,0.17091100224024955
0-2,5,700,1,13,N,26,-0.21023446637175033
0-2,5,700,1,13,N,27,-0.047507157758122066
0-2,5,700,1,13,N,28,0.510039419664504
0-2,5,700,1,13,N,29,-0.47860590514152923
0-2,5,700,1,14,N,0,-0.06784333412928048
0-2,5,700,1,14,N,1,0.3210767268893525
0-2,5,700,1,14,N,2,-0.6892089427083595
0-2,5,700,1,14,N,3,-0.023733766171757313
0-2,5,700,1,14,N,4,-0.11206399083268631
0-2,5,700,1,14,N,5,-0.3357083318308056
0-2,5,700,1,14,N,6,0.6504693925384145
0-2,5,700,1,14,N,7,-0.3143368088278424
0-2,5,700,1,14,N,8,-0.10415505077504877
0-2,5,700,1,14,N,9,-0.5743228295370875
0-2,5,700,1,14,N,10,0.3857752654563793
0-2,5,700,1,14,N,11,0.13386021032089748
0-2,5,700,1,14,N,12,-0.10942094119318645
0-2,5,700,1,14,N,13,0.05558863685765261
0-2,5,700,1,14,N,14,-0.8265771137687222
0-2,5,700,1,14,N,15,0.8075325539362367
0-2,5,700,1,14,N,16,0.4073968885509823
0-2,5,700,1,14,N,17,0.07348115848200924
0-2,5,700,1,14,N,18,0.3194892051281078
0-2,5,700,1,14,N,19,-0.09645024889983687
0-2,5,700,1,14,N,20,-0.29936010698812776
0-2,5,700,1,14,N,21,-0.2368518102244297
0-2,5,700,1,14,N,22,-0.4161966662259048
0-2,5,700,1,14,N,23,-0.01708563363264962
0-2,5,700,1,14,N,24,-0.6102901252869088
0-2,5,700,1,14,N,25,-0.10523290749508445
0-2,5,700,1,14,N,26,0.6870010357780894
0-2,5,700,1,14,N,27,0.5240221466633986
0-2,5,700,1,14,N,28,-0.3389623865179315
0-2,5,700,1,14,N,29,-0.1363078832647055
0-2,5,700,1,15,N,0,0.7523192756410653
0-2,5,700,1,15,N,1,0.3236344499398365
0-2,5,700,1,15,N,2,-0.6066291759138742
0-2,5,700,1,15,N,3,0.2763642568005696
0-2,5,700,1,15,N,4,-0.5474658303031861
0-2,5,700,1,15,N,5,-0.04878612185282944
0-2,5,700,1,15,N,6,0.4273573404337559
0-2,5,700,1,15,N,7,0.19684111336286414
0-2,5,700,1,15,N,8,-0.225093724861417
0-2,5,700,1,15,N,9,-0.24162416418864724
0-2,5,700,1,15,N,10,0.6222815113805984
0-2,5,700,1,15,N,11,-0.6047746809330404
0-2,5,700,1,15,N,12,-0.3531691933367764
0-2,5,700,1,15,N,13,0.6451118261082
0-2,5,700,1,15,N,14,0.7360591147642045
0-2,5,700,1,15,N,15,0.08811857054632798
0-2,5,700,1,15,N,16,-0.004652119568447546
0-2,5,700,1,15,N,17,0.4348572726251424
0-2,5,700,1,15,N,18,-0.4821069789982312
0-2,5,700,1,15,N,19,0.305834716815666
0-2,5,700,1,15,N,20,-0.3719564483150075
0-2,5,700,1,15,N,21,-0.20321938346712254
0-2,5,700,1,15,N,22,0.41999187827087925
0-2,5,700,1,15,N,23,-0.03817287719781659
0-2,5,700,1,15,N,24,-0.49049828509298593
0-2,5,700,1,15,N,25,0.3711553066389394
0-2,5,700,1,15,N,26,-0.5183763323071797
0-2,5,700,1,15,N,27,-0.3867520278076234
0-2,5,700,1,15,N,28,0.25332287987033086
0-2,5,700,1,15,N,29,0.5605202634513061
0-2,5,700,1,16,N,0,0.4500244744258297
0-2,5,700,1,16,N,1,-0.1604816139017839
0-2,5,700,1,16,N,2,-0.45488620425862825
0-2,5,700,1,16,N,3,0.44562254969427106
0-2,5,700,1,16,N,4,-0.4438114463070998
0-2,5,700,1,16,N,5,-0.11526681479022187
0-2,5,700,1,16,N,6,0.23793068038163873
0-2,5,700,1,16,N,7,0.2681161077342093
0-2,5,700,1,16,N,8,0.5192173183687316
0-2,5,700,1,16,N,9,-0.5987022659538799
0-2,5,700,1,16,N,10,0.4123190986258219
0-2,5,700,1,16,N,11,-0.04565939224498916
0-2,5,700,1,16,N,12,-0.25324722442123954
0-2,5,700,1,16,N,13,0.11753466283088525
0-2,5,700,1,16,N,14,0.4189681274896519
0-2,5,700,1,16,N,15,0.4347243922636808
0-2,5,700,1,16,N,16,0.4021684046139998
0-2,5,700,1,16,N,17,0.8728098919939891
0-2,5,700,1,16,N,18,-0.5892957259864237
0-2,5,700,1,16,N,19,0.14157963571112708
0-2,5,700,1,16,N,20,0.7267207476568383
0-2,5,700,1,16,N,21,0.18074722371244317
0-2,5,700,1,16,N,22,0.22431941190740293
0-2,5,700,1,16,N,23,0.6244199584772024
0-2,5,700,1,16,N,24,0.23151327078697673
0-2,5,700,1,16,N,25,-0.022415641160890037
0-2,5,700,1,16,N,26,0.11453704960268234
0-2,5,700,1,16,N,27,0.34955354334325245
0-2,5,700,1,16,N,28,-0.11983421947489115
0-2,5,700,1,16,N,29,-0.64756432137031
0-2,5,700,1,17,N,0,-0.4689191279738692
0-2,5,700,1,17,N,1,-0.0984593594070233
0-2,5,700,1,17,N,2,0.14375654554219225
0-2,5,700,1,17,N,3,0.32268279713402453
0-2,5,700,1,17,N,4,-0.5054950941616181
0-2,5,700,1,17,N,5,-0.03256477062288369
0-2,5,700,1,17,N,6,0.5523977854901622
0-2,5,700,1,17,N,7,0.006564971001702239
0-2,5,700,1,17,N,8,-0.6297202452477443
0-2,5,700,1,17,N,9,0.3040820957782638
0-2,5,700,1,17,N,10,0.11442934639004085
0-2,5,700,1,17,N,11,-0.6739956410200304
0-2,5,700,1,17,N,12,-0.4305838158367553
0-2,5,700,1,17,N,13,0.2581621983016644
0-2,5,700,1,17,N,14,0.7350947938522775
0-2,5,700,1,17,N,15,0.05887049744185054
0-2,5,700,1,17,N,16,-0.4218195997769122
0-2,5,700,1,17,N,17,0.014976922884729443
0-2,5,700,1,17,N,18,-0.31912354097956397
0-2,5,700,1,17,N,19,0.21644805656323896
0-2,5,700,1,17,N,20,0.34113436364321126
0-2,5,700,1,17,N,21,0.28556177647605113
0-2,5,700,1,17,N,22,-0.5338442276327564
0-2,5,700,1,17,N,23,0.647922082255042
0-2,5,700,1,17,N,24,-0.9224450091584044
0-2,5,700,1,17,N,25,0.2252341322805727
0-2,5,700,1,17,N,26,-0.2042619694473364
0-2,5,700,1,17,N,27,-0.2948769815327368
0-2,5,700,1,17,N,28,0.06104252267275971
0-2,5,700,1,17,N,29,0.3293389638423955
0-2,5,700,1,18,N,0,0.3329551459356834
0-2,5,700,1,18,N,1,-0.07034865906268695
0-2,5,700,1,18,N,2,-0.16049965240762712
0-2,5,700,1,18,N,3,0.43512927318187306
0-2,5,700,1,18,N,4,-0.07450627005001675
0-2,5,700,1,18,N,5,0.7256642452302783
0-2,5,700,1,18,N,6,-0.4497825784705095
0-2,5,700,1,18,N,7,0.002315740465695968
0-2,5,700,1,18,N,8,-0.4682741200056576
0-2,5,700,1,18,N,9,0.4471882073121325
0-2,5,700,1,18,N,10,-0.4417795220188749
0-2,5,700,1,18,N,11,0.11275744790706513
0-2,5,700,1,18,N,12,0.027908593141731268
0-2,5,700,1,18,N,13,0.19694446755076803
0-2,5,700,1,18,N,14,0.03385425326791721
0-2,5,700,1,18,N,15,0.38916133247872947
0-2,5,700,1,18,N,16,-0.8005939611371027
0-2,5,700,1,18,N,17,-0.10090707093457368
0-2,5,700,1,18,N,18,0.27592152218136834
0-2,5,700,1,18,N,19,-0.21330028016759633
0-2,5,700,1,18,N,20,0.25137326388501335
0-2,5,700,1,18,N,21,-0.3056249255200211
0-2,5,700,1,18,N,22,0.4663759451021095
0-2,5,700,1,18,N,23,-0.2145333013933593
0-2,5,700,1,18,N,24,0.5569239780209785
0-2,5,700,1,18,N,25,0.5655982592781229
0-2,5,700,1,18,N,26,0.23130624740082467
0-2,5,700,1,18,N,27,-0.006831657005160201
0-2,5,700,1,18,N,28,-0.14525459440523336
0-2,5,700,1,18,N,29,-0.19228123161827743
0-2,5,700,1,19,N,0,0.2449452369142342
0-2,5,700,1,19,N,1,0.6519268722956635
0-2,5,700,1,19,N,2,0.42873580947978607
0-2,5,700,1,19,N,3,-0.2292573782116415
0-2,5,700,1,19,N,4,-0.6192586686111302
0-2,5,700,1,19,N,5,0.3962612217980683
0-2,5,700,1,19,N,6,0.5135702063340299
0-2,5,700,1,19,N,7,-0.15337110522138658
0-2,5,700,1,19,N,8,0.5597530842604501
0-2,5,700,1,19,N,9,-0.49678700422248
0-2,5,700,1,19,N,10,0.4732139917316585
0-2,5,700,1,19,N,11,1.1019114294662902
0-2,5,700,1,19,N,12,0.11938736734358357
0-2,5,700,1,19,N,13,0.55985467825723
0-2,5,700,1,19,N,14,-0.5824502356691119
0-2,5,700,1,19,N,15,-0.14287717012291062
0-2,5,700,1,19,N,16,0.8141842952328721
0-2,5,700,1,19,N,17,0.2624947667100845
0-2,5,700,1,19,N,18,-0.2809359134690733
0-2,5,700,1,19,N,19,-0.20527441042842415
0-2,5,700,1,19,N,20,0.22375249911116757
0-2,5,700,1,19,N,21,-0.8714621246729147
0-2,5,700,1,19,N,22,-0.8106313326212071
0-2,5,700,1,19,N,23,-0.15439889483606953
0-2,5,700,1,19,N,24,-0.43017985843334805
0-2,5,700,1,19,N,25,0.181236446253369
0-2,5,700,1,19,N,26,0.693543495519316
0-2,5,700,1,19,N,27,0.9499401649632725
0-2,5,700,1,19,N,28,0.4496393947467222
0-2,5,700,1,19,N,29,-0.4692578922907446
0-2,5,700,1,20,N,0,0.08009140267192921
0-2,5,700,1,20,N,1,-0.6520585080359509
0-2,5,700,1,20,N,2,-0.5706895994594582
0-2,5,700,1,20,N,3,0.42034843310014364
0-2,5,700,1,20,N,4,0.4899087375224988
0-2,5,700,1,20,N,5,0.17049235887620431
0-2,5,700,1,20,N,6,-0.4109465361251221
0-2,5,700,1,20,N,7,0.4706642707368198
0-2,5,700,1,20,N,8,0.627787567280773
0-2,5,700,1,20,N,9,0.2917623691288058
0-2,5,700,1,20,N,10,-0.12055312449145775
0-2,5,700,1,20,N,11,-0.16559530224703087
0-2,5,700,1,20,N,12,-0.12559576247208923
0-2,5,700,1,20,N,13,0.3938755978890421
0-2,5,700,1,20,N,14,-0.49171551629203364
0-2,5,700,1,20,N,15,0.5090607430346584
0-2,5,700,1,20,N,16,0.23313273404044543
0-2,5,700,1,20,N,17,-0.6977513880272319
0-2,5,700,1,20,N,18,0.04421242784050565
0-2,5,700,1,20,N,19,-0.309904650959416
0-2,5,700,1,20,N,20,-0.5405660685724508
0-2,5,700,1,20,N,21,-0.011184035112814092
0-2,5,700,1,20,N,22,1.05162107536436
0-2,5,700,1,20,N,23,0.10939320356245794
0-2,5,700,1,20,N,24,-0.28087620890528076
0-2,5,700,1,20,N,25,-0.2451202019131312
0-2,5,700,1,20,N,26,0.11230809743541777
0-2,5,700,1,20,N,27,-0.28199062247281537
0-2,5,700,1,20,N,28,-0.17101178696783076
0-2,5,700,1,20,N,29,0.6278786450812441
0-2,5,700,1,21,N,0,0.0214548748748559
0-2,5,700,1,21,N,1,-0.5252092860968499
0-2,5,700,1,21,N,2,0.8906741159505429
0-2,5,700,1,21,N,3,0.015429652116639271
0-2,5,700,1,21,N,4,0.16924268701922995
0-2,5,700,1,21,N,5,-0.3641139685416185
0-2,5,700,1,21,N,6,-0.05280105384797695
0-2,5,700,1,21,N,7,0.6265511657117753
0-2,5,700,1,21,N,8,0.3687677926847159
0-2,5,700,1,21,N,9,0.409141713360037
0-2,5,700,1,21,N,10,0.10721619005500571
0-2,5,700,1,21,N,11,0.045213117734704905
0-2,5,700,1,21,N,12,-0.650633717180639
0-2,5,700,1,21,N,13,0.4336334567821477
0-2,5,700,1,21,N,14,0.38590234448095256
0-2,5,700,1,21,N,15,-0.0347457621370977
0-2,5,700,1,21,N,16,-0.28328862482698325
0-2,5,700,1,21,N,17,-0.08028826266885108
0-2,5,700,1,21,N,18,-0.10995507608245238
0-2,5,700,1,21,N,19,-0.08806041483204265
0-2,5,700,1,21,N,20,0.21999091263401277
0-2,5,700,1,21,N,21,0.2101912478283943
0-2,5,700,1,21,N,22,0.13149324247320207
0-2,5,700,1,21,N,23,-0.11491106169746926
0-2,5,700,1,21,N,24,-0.3176625563614229
0-2,5,700,1,21,N,25,-0.15150553952836732
0-2,5,700,1,21,N,26,-0.43983275665240706
0-2,5,700,1,21,N,27,0.3048404621054416
0-2,5,700,1,21,N,28,-0.3813458737467421
0-2,5,700,1,21,N,29,0.1377651513363402
0-2,5,700,1,22,N,0,0.34255678412014157
0-2,5,700,1,22,N,1,0.4623354152154696
0-2,5,700,1,22,N,2,0.2754261289390432
0-2,5,700,1,22,N,3,-0.1193408904849548
0-2,5,700,1,22,N,4,0.20304475840716668
0-2,5,700,1,22,N,5,-0.8056290853571019
0-2,5,700,1,22,N,6,0.45190837614066953
0-2,5,700,1,22,N,7,-0.012866975645020583
0-2,5,700,1,22,N,8,0.4293194039174509
0-2,5,700,1,22,N,9,-0.6624369437865497
0-2,5,700,1,22,N,10,-0.4994822140987739
0-2,5,700,1,22,N,11,0.25722329803940397
0-2,5,700,1,22,N,12,-0.5470716108258359
0-2,5,700,1,22,N,13,-0.34209660840410644
0-2,5,700,1,22,N,14,0.09231902745229256
0-2,5,700,1,22,N,15,0.054718097095703036
0-2,5,700,1,22,N,16,-0.5507857275495103
0-2,5,700,1,22,N,17,0.1940707439196514
0-2,5,700,1,22,N,18,-0.27339400854530477
0-2,5,700,1,22,N,19,-0.39375590660811893
0-2,5,700,1,22,N,20,0.26701132815465795
0-2,5,700,1,22,N,21,0.2606889262489299
0-2,5,700,1,22,N,22,-0.9200601410455544
0-2,5,700,1,22,N,23,0.062293941509474426
0-2,5,700,1,22,N,24,-0.2987752655592301
0-2,5,700,1,22,N,25,-0.5404616591292443
0-2,5,700,1,22,N,26,-0.07236298948779979
0-2,5,700,1,22,N,27,-0.3527100085941749
0-2,5,700,1,22,N,28,0.6669129135226983
0-2,5,700,1,22,N,29,0.17555226723900846
0-2,5,700,1,23,N,0,0.16476945274868304
0-2,5,700,1,23,N,1,0.4260122230983982
0-2,5,700,1,23,N,2,-0.35544976332296996
0-2,5,700,1,23,N,3,0.49284079439122835
