tGroup,round,epoch,layer,neuron,type,weight,value
1-2,7,700,1,19,N,10,-0.16246109414469292
1-2,7,700,1,19,N,11,0.469928587864641
1-2,7,700,1,19,N,12,-0.7667274382482078
1-2,7,700,1,19,N,13,-0.4859534493160551
1-2,7,700,1,19,N,14,-0.6760860740481128
1-2,7,700,1,19,N,15,-0.3440302228374224
1-2,7,700,1,19,N,16,-0.666169888850174
1-2,7,700,1,19,N,17,0.19155953891190697
1-2,7,700,1,19,N,18,0.22321877528715542
1-2,7,700,1,19,N,19,0.09706184444054791
1-2,7,700,1,19,N,20,-0.061290906686589056
1-2,7,700,1,19,N,21,-0.31940322829316564
1-2,7,700,1,19,N,22,0.3402826029142813
1-2,7,700,1,19,N,23,0.1291223575427861
1-2,7,700,1,19,N,24,0.5650464286107971
1-2,7,700,1,19,N,25,0.17781866360574644
1-2,7,700,1,19,N,26,-0.002634858292877546
1-2,7,700,1,19,N,27,0.08612361918811975
1-2,7,700,1,19,N,28,0.2196142956372009
1-2,7,700,1,19,N,29,-0.2843238266665797
1-2,7,700,1,20,N,0,-0.19223809061704825
1-2,7,700,1,20,N,1,0.9432006462811697
1-2,7,700,1,20,N,2,-0.022387136753326643
1-2,7,700,1,20,N,3,-0.05692564888903177
1-2,7,700,1,20,N,4,0.5971688533413246
1-2,7,700,1,20,N,5,0.12063264694712716
1-2,7,700,1,20,N,6,0.024206915755591148
1-2,7,700,1,20,N,7,0.4207044734255969
1-2,7,700,1,20,N,8,0.13609747197232333
1-2,7,700,1,20,N,9,-0.09119941683148175
1-2,7,700,1,20,N,10,0.21977098372474627
1-2,7,700,1,20,N,11,-0.13001093793154045
1-2,7,700,1,20,N,12,-0.19322931257885126
1-2,7,700,1,20,N,13,-0.34729711687039605
1-2,7,700,1,20,N,14,0.22784868893042198
1-2,7,700,1,20,N,15,-0.5818850823740163
1-2,7,700,1,20,N,16,-0.5300268541813723
1-2,7,700,1,20,N,17,0.6650080009434108
1-2,7,700,1,20,N,18,0.22251833908132088
1-2,7,700,1,20,N,19,-0.7661053967259481
1-2,7,700,1,20,N,20,0.07542207332665986
1-2,7,700,1,20,N,21,0.3317447380257165
1-2,7,700,1,20,N,22,0.21151728744557208
1-2,7,700,1,20,N,23,0.24815493039798014
1-2,7,700,1,20,N,24,-0.013169936539704755
1-2,7,700,1,20,N,25,-0.3151929634449831
1-2,7,700,1,20,N,26,-0.24546763609199468
1-2,7,700,1,20,N,27,-0.3596756504113948
1-2,7,700,1,20,N,28,-0.5024284913365219
1-2,7,700,1,20,N,29,0.41011977722102916
1-2,7,700,1,21,N,0,-0.46460890133730265
1-2,7,700,1,21,N,1,-0.44194102671723473
1-2,7,700,1,21,N,2,0.745112945661251
1-2,7,700,1,21,N,3,0.5593305191013772
1-2,7,700,1,21,N,4,-0.7907770527534607
1-2,7,700,1,21,N,5,0.1622209295919817
1-2,7,700,1,21,N,6,-0.4265126584365664
1-2,7,700,1,21,N,7,0.4681729653990358
1-2,7,700,1,21,N,8,-0.32903249684538
1-2,7,700,1,21,N,9,-0.34963321152995885
1-2,7,700,1,21,N,10,-0.13116854181166007
1-2,7,700,1,21,N,11,-0.3975416642078037
1-2,7,700,1,21,N,12,-0.7409402917456096
1-2,7,700,1,21,N,13,-0.36650829500545784
1-2,7,700,1,21,N,14,0.8157186196929139
1-2,7,700,1,21,N,15,0.5434404222422039
1-2,7,700,1,21,N,16,-0.4113520291613755
1-2,7,700,1,21,N,17,0.3000930200710775
1-2,7,700,1,21,N,18,-0.39934987079879763
1-2,7,700,1,21,N,19,-0.4984483409737782
1-2,7,700,1,21,N,20,0.4957487682403988
1-2,7,700,1,21,N,21,-0.4189325509926039
1-2,7,700,1,21,N,22,0.10390960401529596
1-2,7,700,1,21,N,23,-0.13356130689339563
1-2,7,700,1,21,N,24,0.18049974371783403
1-2,7,700,1,21,N,25,-0.09316281396460199
1-2,7,700,1,21,N,26,-0.43329267903143426
1-2,7,700,1,21,N,27,0.12664087585286368
1-2,7,700,1,21,N,28,0.04823458122056041
1-2,7,700,1,21,N,29,0.01944155655970482
1-2,7,700,1,22,N,0,0.6311252645096007
1-2,7,700,1,22,N,1,-0.33392267779684276
1-2,7,700,1,22,N,2,-0.4400517123373813
1-2,7,700,1,22,N,3,0.19922108121665472
1-2,7,700,1,22,N,4,-0.2874032823869653
1-2,7,700,1,22,N,5,-0.5908264566917995
1-2,7,700,1,22,N,6,-0.3780608836173588
1-2,7,700,1,22,N,7,0.5177743246343471
1-2,7,700,1,22,N,8,0.7705992027052193
1-2,7,700,1,22,N,9,-0.8027703943532601
1-2,7,700,1,22,N,10,0.0587650022557754
1-2,7,700,1,22,N,11,-0.13574272389940278
1-2,7,700,1,22,N,12,0.6474791973103575
1-2,7,700,1,22,N,13,0.6382322328289526
1-2,7,700,1,22,N,14,-0.463282407800598
1-2,7,700,1,22,N,15,-0.5622110212323118
1-2,7,700,1,22,N,16,0.09225732811161474
1-2,7,700,1,22,N,17,0.20777756273029943
1-2,7,700,1,22,N,18,0.43276115670247833
1-2,7,700,1,22,N,19,-0.5171596745299119
1-2,7,700,1,22,N,20,-0.0453553486353885
1-2,7,700,1,22,N,21,0.22381430314864625
1-2,7,700,1,22,N,22,0.4585777888146205
1-2,7,700,1,22,N,23,0.7469970152455806
1-2,7,700,1,22,N,24,-0.49182949546390137
1-2,7,700,1,22,N,25,-0.4479875362311741
1-2,7,700,1,22,N,26,0.11349082777774773
1-2,7,700,1,22,N,27,-0.7658123494661033
1-2,7,700,1,22,N,28,-0.08088436619222311
1-2,7,700,1,22,N,29,0.046475558501157824
1-2,7,700,1,23,N,0,-0.2743790018918203
1-2,7,700,1,23,N,1,-0.23700400979001487
1-2,7,700,1,23,N,2,-0.4088566011520295
1-2,7,700,1,23,N,3,0.08489980692736912
1-2,7,700,1,23,N,4,-0.4971645688605762
1-2,7,700,1,23,N,5,-0.26421217939031477
1-2,7,700,1,23,N,6,0.058569944346770195
1-2,7,700,1,23,N,7,-0.03677012295182951
1-2,7,700,1,23,N,8,-0.17221847094677878
1-2,7,700,1,23,N,9,-0.2623352059870584
1-2,7,700,1,23,N,10,-0.441564284065062
1-2,7,700,1,23,N,11,-0.3433363448423939
1-2,7,700,1,23,N,12,0.1745272125303184
1-2,7,700,1,23,N,13,-0.27395341420861624
1-2,7,700,1,23,N,14,-0.6339837611060473
1-2,7,700,1,23,N,15,0.06897354036867993
1-2,7,700,1,23,N,16,-0.0835947270651286
1-2,7,700,1,23,N,17,0.3065868380383352
1-2,7,700,1,23,N,18,0.43211831493477504
1-2,7,700,1,23,N,19,-0.1275507484796257
1-2,7,700,1,23,N,20,-0.4580570091503839
1-2,7,700,1,23,N,21,0.41472438537035144
1-2,7,700,1,23,N,22,0.35494949049151264
1-2,7,700,1,23,N,23,-0.5654395258104076
1-2,7,700,1,23,N,24,0.27484983971652466
1-2,7,700,1,23,N,25,0.3757179545608356
1-2,7,700,1,23,N,26,-0.1467640607601809
1-2,7,700,1,23,N,27,0.6498016786727145
1-2,7,700,1,23,N,28,-0.006033559296284874
1-2,7,700,1,23,N,29,-0.5605607448371102
1-2,7,700,1,24,N,0,0.5077750810015407
1-2,7,700,1,24,N,1,-0.782924501856017
1-2,7,700,1,24,N,2,0.3734371858536301
1-2,7,700,1,24,N,3,-0.5580075238379518
1-2,7,700,1,24,N,4,0.22542357086629874
1-2,7,700,1,24,N,5,0.3974372049377698
1-2,7,700,1,24,N,6,-0.23062998299084597
1-2,7,700,1,24,N,7,-0.5200821092056015
1-2,7,700,1,24,N,8,0.04394167688796037
1-2,7,700,1,24,N,9,-0.27845445980908035
1-2,7,700,1,24,N,10,-0.46716695891242793
1-2,7,700,1,24,N,11,-0.14965831109668565
1-2,7,700,1,24,N,12,-0.019911234987131342
1-2,7,700,1,24,N,13,0.3204108627225969
1-2,7,700,1,24,N,14,0.5938980546779993
1-2,7,700,1,24,N,15,-0.8447809411061876
1-2,7,700,1,24,N,16,-0.013468756408349476
1-2,7,700,1,24,N,17,-0.5205278821302359
1-2,7,700,1,24,N,18,-0.47710237805247274
1-2,7,700,1,24,N,19,-0.019057890704127126
1-2,7,700,1,24,N,20,0.022904859569253016
1-2,7,700,1,24,N,21,-0.18634946167872976
1-2,7,700,1,24,N,22,0.46607604752484405
1-2,7,700,1,24,N,23,-0.1622727907498111
1-2,7,700,1,24,N,24,0.6924134407771998
1-2,7,700,1,24,N,25,-0.2522219884941212
1-2,7,700,1,24,N,26,0.033620012254747075
1-2,7,700,1,24,N,27,-0.32217043218518077
1-2,7,700,1,24,N,28,0.12053918181650684
1-2,7,700,1,24,N,29,-0.15150221461253519
1-2,7,700,1,25,N,0,-0.6363183746388713
1-2,7,700,1,25,N,1,-0.5336512389337397
1-2,7,700,1,25,N,2,1.0160770467725053
1-2,7,700,1,25,N,3,0.05505914530985824
1-2,7,700,1,25,N,4,0.25083667543875465
1-2,7,700,1,25,N,5,0.6596114428509663
1-2,7,700,1,25,N,6,0.7605836089674357
1-2,7,700,1,25,N,7,-0.07679001569311268
1-2,7,700,1,25,N,8,-0.6196713871609951
1-2,7,700,1,25,N,9,-0.059055896261274665
1-2,7,700,1,25,N,10,-0.15745226619871308
1-2,7,700,1,25,N,11,-0.04139508798204013
1-2,7,700,1,25,N,12,-0.24952528526367887
1-2,7,700,1,25,N,13,0.307469306413412
1-2,7,700,1,25,N,14,-0.5162415190234562
1-2,7,700,1,25,N,15,0.55372078015795
1-2,7,700,1,25,N,16,-0.10042279778756694
1-2,7,700,1,25,N,17,0.6572942575281141
1-2,7,700,1,25,N,18,0.44446885660679475
1-2,7,700,1,25,N,19,0.35799131280154634
1-2,7,700,1,25,N,20,-0.11976782108574234
1-2,7,700,1,25,N,21,0.46048297695316875
1-2,7,700,1,25,N,22,0.4872452932409248
1-2,7,700,1,25,N,23,0.02624001497636484
1-2,7,700,1,25,N,24,-0.6988461002896262
1-2,7,700,1,25,N,25,-0.21643394266410068
1-2,7,700,1,25,N,26,-0.19251790151540943
1-2,7,700,1,25,N,27,-0.4387313064878595
1-2,7,700,1,25,N,28,-0.03978824776672354
1-2,7,700,1,25,N,29,0.37348806699920933
1-2,7,700,1,26,N,0,-0.23411817639945265
1-2,7,700,1,26,N,1,0.11801254253246074
1-2,7,700,1,26,N,2,0.6121633357211419
1-2,7,700,1,26,N,3,-0.10465474893595379
1-2,7,700,1,26,N,4,-0.13194487235686303
1-2,7,700,1,26,N,5,0.7102950173186866
1-2,7,700,1,26,N,6,0.09043481457553981
1-2,7,700,1,26,N,7,-0.20776614199187127
1-2,7,700,1,26,N,8,-0.19816750480549875
1-2,7,700,1,26,N,9,0.47229722908939986
1-2,7,700,1,26,N,10,0.5145597539079604
1-2,7,700,1,26,N,11,-0.7252438379737707
1-2,7,700,1,26,N,12,0.2306348808575029
1-2,7,700,1,26,N,13,-0.036784654841014876
1-2,7,700,1,26,N,14,-0.40563951046825436
1-2,7,700,1,26,N,15,0.2171739320652362
1-2,7,700,1,26,N,16,0.6756693764618851
1-2,7,700,1,26,N,17,0.3921810566187194
1-2,7,700,1,26,N,18,-0.4710323634058488
1-2,7,700,1,26,N,19,0.07531263306036508
1-2,7,700,1,26,N,20,-0.14203097044492854
1-2,7,700,1,26,N,21,0.2790032293852889
1-2,7,700,1,26,N,22,0.7086956844992529
1-2,7,700,1,26,N,23,0.26582379557094427
1-2,7,700,1,26,N,24,0.07886643640957348
1-2,7,700,1,26,N,25,0.15879493266804467
1-2,7,700,1,26,N,26,0.5016155138474524
1-2,7,700,1,26,N,27,-0.19199576885224048
1-2,7,700,1,26,N,28,0.1948681441481895
1-2,7,700,1,26,N,29,0.19576589824065582
1-2,7,700,1,27,N,0,-0.7689668019272027
1-2,7,700,1,27,N,1,-0.7066317594994216
1-2,7,700,1,27,N,2,0.4566093784912599
1-2,7,700,1,27,N,3,-0.19116347803158765
1-2,7,700,1,27,N,4,0.14566258543040106
1-2,7,700,1,27,N,5,0.6182620790303844
1-2,7,700,1,27,N,6,-0.25871085421721735
1-2,7,700,1,27,N,7,-0.27596853924036485
1-2,7,700,1,27,N,8,-0.02499093891367289
1-2,7,700,1,27,N,9,0.11371073154724393
1-2,7,700,1,27,N,10,-0.853356990296895
1-2,7,700,1,27,N,11,0.2571116160977077
1-2,7,700,1,27,N,12,-0.301698457463073
1-2,7,700,1,27,N,13,0.2155678420205511
1-2,7,700,1,27,N,14,-0.148642486066324
1-2,7,700,1,27,N,15,0.755127873662752
1-2,7,700,1,27,N,16,-0.5159287864960608
1-2,7,700,1,27,N,17,0.6496643670895008
1-2,7,700,1,27,N,18,-0.13860810264091603
1-2,7,700,1,27,N,19,-0.26476408455604905
1-2,7,700,1,27,N,20,0.4299419963455746
1-2,7,700,1,27,N,21,-0.50335584941557
1-2,7,700,1,27,N,22,-0.22515712194340487
1-2,7,700,1,27,N,23,0.12392180353140887
1-2,7,700,1,27,N,24,0.3794503576420748
1-2,7,700,1,27,N,25,-0.03994711597056558
1-2,7,700,1,27,N,26,-0.10279238878808673
1-2,7,700,1,27,N,27,-0.7236431451401497
1-2,7,700,1,27,N,28,0.6033138045369829
1-2,7,700,1,27,N,29,0.22618045678820783
1-2,7,700,1,28,N,0,0.19038393232760686
1-2,7,700,1,28,N,1,-0.028234902578558027
1-2,7,700,1,28,N,2,-0.9502022831230378
1-2,7,700,1,28,N,3,0.031589659562344545
1-2,7,700,1,28,N,4,-0.19423814173699142
1-2,7,700,1,28,N,5,0.10514600476496902
1-2,7,700,1,28,N,6,-0.14918817468129061
1-2,7,700,1,28,N,7,-0.3347898876065508
1-2,7,700,1,28,N,8,-0.2452004511590275
1-2,7,700,1,28,N,9,0.5942235840382666
1-2,7,700,1,28,N,10,-0.05998790800156048
1-2,7,700,1,28,N,11,0.22419365794626148
1-2,7,700,1,28,N,12,0.4155270849119443
1-2,7,700,1,28,N,13,0.899589331943347
1-2,7,700,1,28,N,14,0.2503025227450053
1-2,7,700,1,28,N,15,-0.8553966207697143
1-2,7,700,1,28,N,16,-0.43835930957368996
1-2,7,700,1,28,N,17,-0.018294674886787113
1-2,7,700,1,28,N,18,-0.010339940336898591
1-2,7,700,1,28,N,19,-0.4057125246775675
1-2,7,700,1,28,N,20,0.09852858642148059
1-2,7,700,1,28,N,21,0.5396221268929213
1-2,7,700,1,28,N,22,0.39855989212903575
1-2,7,700,1,28,N,23,0.7302621297640888
1-2,7,700,1,28,N,24,0.04959100035515251
1-2,7,700,1,28,N,25,0.04087363781731874
1-2,7,700,1,28,N,26,0.42730266835456665
1-2,7,700,1,28,N,27,0.7806013008438718
1-2,7,700,1,28,N,28,0.35590783758220984
1-2,7,700,1,28,N,29,0.0313294110635518
1-2,7,700,1,29,N,0,-0.1747784605992935
1-2,7,700,1,29,N,1,0.14737136861098113
1-2,7,700,1,29,N,2,-0.17017715276952616
1-2,7,700,1,29,N,3,-0.10499317133292203
1-2,7,700,1,29,N,4,0.07173506310531444
1-2,7,700,1,29,N,5,-0.552287609839194
1-2,7,700,1,29,N,6,-0.3412390783171662
1-2,7,700,1,29,N,7,-0.6193094732534782
1-2,7,700,1,29,N,8,-0.5161039194624385
1-2,7,700,1,29,N,9,-0.6299609802854126
1-2,7,700,1,29,N,10,0.4218386069531461
1-2,7,700,1,29,N,11,0.3030283833342061
1-2,7,700,1,29,N,12,-0.23981860971688262
1-2,7,700,1,29,N,13,0.3194312728645075
1-2,7,700,1,29,N,14,0.5100970841694311
1-2,7,700,1,29,N,15,0.7160951620888111
1-2,7,700,1,29,N,16,-0.20970411989925017
1-2,7,700,1,29,N,17,0.4150030772284769
1-2,7,700,1,29,N,18,0.2738510106368565
1-2,7,700,1,29,N,19,-0.2531577499412282
1-2,7,700,1,29,N,20,0.0072770811913788515
1-2,7,700,1,29,N,21,0.16370868223107798
1-2,7,700,1,29,N,22,-0.3870052127588129
1-2,7,700,1,29,N,23,-0.2955164516393604
1-2,7,700,1,29,N,24,0.8711289246050429
1-2,7,700,1,29,N,25,-0.09022074946589384
1-2,7,700,1,29,N,26,0.007273405755285588
1-2,7,700,1,29,N,27,0.21262269819764273
1-2,7,700,1,29,N,28,-0.09176429677638093
1-2,7,700,1,29,N,29,0.576139324962051
1-2,7,700,1,0,B,0,0.12386853787175939
1-2,7,700,1,0,B,1,0.4975843617461038
1-2,7,700,1,0,B,2,-0.7000360242419456
1-2,7,700,1,0,B,3,-0.3952281581140528
1-2,7,700,1,0,B,4,0.024252003816486168
1-2,7,700,1,0,B,5,0.5708547849919973
1-2,7,700,1,0,B,6,-0.3112303209513986
1-2,7,700,1,0,B,7,0.39980156037535347
1-2,7,700,1,0,B,8,0.9189388111970502
1-2,7,700,1,0,B,9,0.49456431237159537
1-2,7,700,1,0,B,10,-0.28174225752921295
1-2,7,700,1,0,B,11,-0.5648228383276848
1-2,7,700,1,0,B,12,-0.1709539951192954
1-2,7,700,1,0,B,13,0.6445084619199456
1-2,7,700,1,0,B,14,0.08272950335612568
1-2,7,700,1,0,B,15,0.15469911816759033
1-2,7,700,1,0,B,16,0.02858111312510239
1-2,7,700,1,0,B,17,0.2089721991918007
1-2,7,700,1,0,B,18,0.3115348152765311
1-2,7,700,1,0,B,19,0.32231490982448324
1-2,7,700,1,0,B,20,0.04900568918020429
1-2,7,700,1,0,B,21,-0.0949085181243177
1-2,7,700,1,0,B,22,0.004494901114553557
1-2,7,700,1,0,B,23,-0.15320804330332016
1-2,7,700,1,0,B,24,-0.6182787437518558
1-2,7,700,1,0,B,25,-0.6697919333294435
1-2,7,700,1,0,B,26,-0.15074905719075782
1-2,7,700,1,0,B,27,-0.3114054532170385
1-2,7,700,1,0,B,28,-0.6391013552894563
1-2,7,700,1,0,B,29,0.3994252521310184
1-2,7,700,2,0,N,0,-0.9359701540396141
1-2,7,700,2,0,N,1,-0.2676038924260303
1-2,7,700,2,0,N,2,0.5471311788278104
1-2,7,700,2,0,N,3,-0.7208608644728145
1-2,7,700,2,0,N,4,-0.43897310131486583
1-2,7,700,2,0,N,5,-0.10489437983172012
1-2,7,700,2,0,N,6,0.10975584996428864
1-2,7,700,2,0,N,7,0.05413203884635499
1-2,7,700,2,0,N,8,1.0682406670875289
1-2,7,700,2,0,N,9,0.016795882763902887
1-2,7,700,2,0,N,10,0.1041729897494381
1-2,7,700,2,0,N,11,0.12268602881319426
1-2,7,700,2,0,N,12,0.023755888901213534
1-2,7,700,2,0,N,13,-0.1765144917825899
1-2,7,700,2,0,N,14,-0.5393546495577257
1-2,7,700,2,0,N,15,-0.4132887299285936
1-2,7,700,2,0,N,16,-0.1125979983069562
1-2,7,700,2,0,N,17,-0.7479411939678684
1-2,7,700,2,0,N,18,0.05206597632936876
1-2,7,700,2,0,N,19,0.4709102120618669
1-2,7,700,2,0,N,20,-0.4532287316594025
1-2,7,700,2,0,N,21,0.8959424747617938
1-2,7,700,2,0,N,22,-1.0612472042073129
1-2,7,700,2,0,N,23,-0.1160002039202332
1-2,7,700,2,0,N,24,0.35603253691116216
1-2,7,700,2,0,N,25,-0.011390399445006144
1-2,7,700,2,0,N,26,-0.27657421339707494
1-2,7,700,2,0,N,27,0.32897637077177394
1-2,7,700,2,0,N,28,-0.6586774930273761
1-2,7,700,2,0,N,29,-0.06562646895893774
1-2,7,700,2,1,N,0,0.42938227003223883
1-2,7,700,2,1,N,1,0.5369734396519436
1-2,7,700,2,1,N,2,-0.7379873101403167
1-2,7,700,2,1,N,3,-0.806649795184159
1-2,7,700,2,1,N,4,-0.24181402071560484
1-2,7,700,2,1,N,5,0.4372447033002407
1-2,7,700,2,1,N,6,-0.5710352225379481
1-2,7,700,2,1,N,7,-0.5995929132687777
1-2,7,700,2,1,N,8,-0.3673675112370428
1-2,7,700,2,1,N,9,0.09763949134560206
1-2,7,700,2,1,N,10,0.37392346340818616
1-2,7,700,2,1,N,11,-0.029191884195826176
1-2,7,700,2,1,N,12,-0.711615210438233
1-2,7,700,2,1,N,13,-0.47953451834751787
1-2,7,700,2,1,N,14,0.6934083015379205
1-2,7,700,2,1,N,15,-0.35553528236132304
1-2,7,700,2,1,N,16,0.2600111077786906
1-2,7,700,2,1,N,17,0.3101196894385047
1-2,7,700,2,1,N,18,-0.447549800816382
1-2,7,700,2,1,N,19,0.01151437736109479
1-2,7,700,2,1,N,20,-0.5319195491791588
1-2,7,700,2,1,N,21,-0.24928767948337857
1-2,7,700,2,1,N,22,0.5029604942182274
1-2,7,700,2,1,N,23,-0.48912841757196096
1-2,7,700,2,1,N,24,0.553430175512421
1-2,7,700,2,1,N,25,-0.09474630855670388
1-2,7,700,2,1,N,26,0.10059739199680519
1-2,7,700,2,1,N,27,0.0363960074986794
1-2,7,700,2,1,N,28,-0.0030526558294604127
1-2,7,700,2,1,N,29,0.5714238416461549
1-2,7,700,2,2,N,0,-0.43572163369712713
1-2,7,700,2,2,N,1,-0.5743913641402738
1-2,7,700,2,2,N,2,-0.4058490767340096
1-2,7,700,2,2,N,3,1.0466857946420585
1-2,7,700,2,2,N,4,-0.6547015591815918
1-2,7,700,2,2,N,5,-0.12555981773032412
1-2,7,700,2,2,N,6,0.6186350449374551
1-2,7,700,2,2,N,7,0.20733021419137548
1-2,7,700,2,2,N,8,-0.5388544100268869
1-2,7,700,2,2,N,9,0.6293716738258235
1-2,7,700,2,2,N,10,-0.9959831515135508
1-2,7,700,2,2,N,11,0.6631370823991596
1-2,7,700,2,2,N,12,-0.19060687254744066
1-2,7,700,2,2,N,13,0.23832215713531324
1-2,7,700,2,2,N,14,0.6205681645927912
1-2,7,700,2,2,N,15,0.43475245189559564
1-2,7,700,2,2,N,16,-0.5376812495715004
1-2,7,700,2,2,N,17,0.1764955309353049
1-2,7,700,2,2,N,18,0.3704523262468813
1-2,7,700,2,2,N,19,-0.5565290000656391
1-2,7,700,2,2,N,20,0.3237010946311232
1-2,7,700,2,2,N,21,-0.360707595945979
1-2,7,700,2,2,N,22,0.05761629566295591
1-2,7,700,2,2,N,23,-1.0160719725144571
1-2,7,700,2,2,N,24,-0.08635320665953543
1-2,7,700,2,2,N,25,-0.6314040226883132
1-2,7,700,2,2,N,26,0.4906853898757595
1-2,7,700,2,2,N,27,0.26677920623636175
1-2,7,700,2,2,N,28,-0.5861454969445619
1-2,7,700,2,2,N,29,0.26917921367319253
1-2,7,700,2,0,B,0,0.5823311329462837
1-2,7,700,2,0,B,1,-0.07193572905686918
1-2,7,700,2,0,B,2,0.18589274216075846
1-2,8,700,0,0,N,0,-0.01774293601343214
1-2,8,700,0,0,N,1,-0.36922070069680063
1-2,8,700,0,0,N,2,-0.8657919764264471
1-2,8,700,0,0,N,3,0.7124432486756248
1-2,8,700,0,0,N,4,0.5687457876288585
1-2,8,700,0,0,N,5,0.7448797999823594
1-2,8,700,0,0,N,6,-0.625362860715465
1-2,8,700,0,0,N,7,0.3133473145067373
1-2,8,700,0,0,N,8,-0.33963328956146444
1-2,8,700,0,0,N,9,-0.512837416636377
1-2,8,700,0,0,N,10,0.5323883932919217
1-2,8,700,0,0,N,11,-0.15139070431489138
1-2,8,700,0,0,N,12,-0.699914254578979
1-2,8,700,0,0,N,13,0.08138593182957221
1-2,8,700,0,0,N,14,0.29123167064605265
1-2,8,700,0,0,N,15,0.2895403839933586
1-2,8,700,0,0,N,16,-0.2097261451103873
1-2,8,700,0,0,N,17,0.033793722586473514
1-2,8,700,0,0,N,18,-0.7374339851497697
1-2,8,700,0,0,N,19,0.40905062947771637
1-2,8,700,0,0,N,20,0.08652370774364572
1-2,8,700,0,0,N,21,0.029290159800624004
1-2,8,700,0,0,N,22,-0.24011523110571895
1-2,8,700,0,0,N,23,-0.5655149299804323
1-2,8,700,0,0,N,24,-0.19414899361387183
1-2,8,700,0,0,N,25,0.4137669303573077
1-2,8,700,0,0,N,26,-0.10433994157752857
1-2,8,700,0,0,N,27,-0.43898210701144214
1-2,8,700,0,0,N,28,0.046453928661567875
1-2,8,700,0,0,N,29,-0.21423583006657299
1-2,8,700,0,0,N,30,0.470064716927191
1-2,8,700,0,0,N,31,-0.2675498924345898
1-2,8,700,0,0,N,32,-0.787183462205087
1-2,8,700,0,0,N,33,-0.07593869005118258
1-2,8,700,0,0,N,34,0.08348971853574705
1-2,8,700,0,0,N,35,0.8624795584621358
1-2,8,700,0,0,N,36,-0.25772756466745084
1-2,8,700,0,0,N,37,-0.07163035414320679
1-2,8,700,0,0,N,38,-0.7527077477855459
1-2,8,700,0,0,N,39,0.10833753851849304
1-2,8,700,0,0,N,40,-0.1877205714711484
1-2,8,700,0,0,N,41,0.06159775073405728
1-2,8,700,0,0,N,42,0.15350074389506682
1-2,8,700,0,0,N,43,0.17775469243229805
1-2,8,700,0,0,N,44,-0.3256399961423384
1-2,8,700,0,0,N,45,-0.8115445438824694
1-2,8,700,0,0,N,46,0.1992934644455769
1-2,8,700,0,0,N,47,-0.7183055895544447
1-2,8,700,0,0,N,48,-0.3037336492107337
1-2,8,700,0,0,N,49,-0.4352835375331739
1-2,8,700,0,0,N,50,0.39078513009902704
1-2,8,700,0,0,N,51,0.8535088668622755
1-2,8,700,0,0,N,52,-0.6628315338233981
1-2,8,700,0,0,N,53,0.5158261798140417
1-2,8,700,0,0,N,54,0.5450461781548235
1-2,8,700,0,0,N,55,0.5093457458837329
1-2,8,700,0,1,N,0,0.05747161894083684
1-2,8,700,0,1,N,1,0.0441289372633699
1-2,8,700,0,1,N,2,-0.6606488528294971
1-2,8,700,0,1,N,3,-0.27250206381821757
1-2,8,700,0,1,N,4,0.6898578697044302
1-2,8,700,0,1,N,5,0.43908075060349055
1-2,8,700,0,1,N,6,-0.2721494267698002
1-2,8,700,0,1,N,7,-0.01326671873580777
1-2,8,700,0,1,N,8,-0.82261316978788
1-2,8,700,0,1,N,9,-1.0464145254775563
1-2,8,700,0,1,N,10,0.3118700169961624
1-2,8,700,0,1,N,11,0.18629122365534712
1-2,8,700,0,1,N,12,-0.23200708127320205
1-2,8,700,0,1,N,13,0.12272768272863367
1-2,8,700,0,1,N,14,0.03328188272047759
1-2,8,700,0,1,N,15,0.08359809367245753
1-2,8,700,0,1,N,16,-0.005778945466772138
1-2,8,700,0,1,N,17,0.4805454136016545
1-2,8,700,0,1,N,18,-0.1402397908022822
1-2,8,700,0,1,N,19,0.36305587557981667
1-2,8,700,0,1,N,20,0.057025980346954254
1-2,8,700,0,1,N,21,-0.1149700732539765
1-2,8,700,0,1,N,22,-0.340777254394158
1-2,8,700,0,1,N,23,-0.014493166448380829
1-2,8,700,0,1,N,24,0.43510448732045703
1-2,8,700,0,1,N,25,0.005813800851247608
1-2,8,700,0,1,N,26,-0.5672173874832294
1-2,8,700,0,1,N,27,0.1377832385469748
1-2,8,700,0,1,N,28,-0.05986340799779232
1-2,8,700,0,1,N,29,-0.4213165884336743
1-2,8,700,0,1,N,30,-0.6231111158103577
1-2,8,700,0,1,N,31,0.10069199062854961
1-2,8,700,0,1,N,32,-0.4627434123665056
1-2,8,700,0,1,N,33,0.1379692996446007
1-2,8,700,0,1,N,34,0.5487126843377697
1-2,8,700,0,1,N,35,-0.3680440029867588
1-2,8,700,0,1,N,36,0.6574430244465097
1-2,8,700,0,1,N,37,-0.28296907555780065
1-2,8,700,0,1,N,38,-0.14512388921509484
1-2,8,700,0,1,N,39,-0.2387591775040473
1-2,8,700,0,1,N,40,-0.4493370269345006
1-2,8,700,0,1,N,41,-0.4942990555535873
1-2,8,700,0,1,N,42,0.8200091936760211
1-2,8,700,0,1,N,43,0.954970208943386
1-2,8,700,0,1,N,44,0.7254065599832544
1-2,8,700,0,1,N,45,-0.1479765841652585
1-2,8,700,0,1,N,46,-0.24330432103522945
1-2,8,700,0,1,N,47,0.39250213395220024
1-2,8,700,0,1,N,48,0.0025564543784654
