round,epoch,layer,neuron,type,weight,value
0,700,0,0,N,0,-0.2530445581529303
0,700,0,0,N,1,0.16832223957952894
0,700,0,0,N,2,-0.19522401273435513
0,700,0,0,N,3,0.5010547637352191
0,700,0,0,N,4,-0.18133676703467452
0,700,0,0,N,5,-0.41189750637972333
0,700,0,0,N,6,0.3978470084215772
0,700,0,0,N,7,0.16806816296253957
0,700,0,0,N,8,0.1713330935567269
0,700,0,0,N,9,-0.4690767627947134
0,700,0,0,N,10,0.5189162646575248
0,700,0,0,N,11,0.05151583063312293
0,700,0,0,N,12,-0.8172036287669168
0,700,0,0,N,13,-0.007839765236527074
0,700,0,0,N,14,0.22009917828746087
0,700,0,0,N,15,-0.28831954423784456
0,700,0,0,N,16,-0.1482419833026167
0,700,0,0,N,17,0.39180112335277184
0,700,0,0,N,18,-0.3704051669532642
0,700,0,0,N,19,-0.18390189405583035
0,700,0,0,N,20,-0.08489088726732308
0,700,0,0,N,21,-0.0023496856947974308
0,700,0,0,N,22,-0.13160105713503714
0,700,0,0,N,23,0.6114280302438295
0,700,0,0,N,24,0.12824109185225152
0,700,0,0,N,25,0.2396659563095782
0,700,0,0,N,26,0.7622564950147919
0,700,0,0,N,27,0.0024052412686257725
0,700,0,0,N,28,-0.09910401911388148
0,700,0,0,N,29,-0.18152751018348479
0,700,0,0,N,30,-0.290324439321759
0,700,0,0,N,31,0.057983492250404556
0,700,0,0,N,32,-0.38315078816580717
0,700,0,0,N,33,-0.11039867938702697
0,700,0,0,N,34,-0.1989517601078824
0,700,0,0,N,35,0.08475646393941422
0,700,0,0,N,36,-0.38276654996596793
0,700,0,0,N,37,0.5626105070213152
0,700,0,0,N,38,0.03155173833068503
0,700,0,0,N,39,0.3240950725262539
0,700,0,0,N,40,-0.6526513437843375
0,700,0,0,N,41,-0.6290553956251447
0,700,0,0,N,42,-0.8103549020927421
0,700,0,0,N,43,0.8333279870852439
0,700,0,0,N,44,0.11110568865939625
0,700,0,0,N,45,-0.4699052023307099
0,700,0,0,N,46,0.09286570514348555
0,700,0,0,N,47,-0.09933338464643195
0,700,0,0,N,48,-0.7914359781300023
0,700,0,0,N,49,-0.3214329566879453
0,700,0,0,N,50,0.47177244323598583
0,700,0,0,N,51,0.633622507889088
0,700,0,0,N,52,-0.7275634934194568
0,700,0,0,N,53,-0.09505702535226072
0,700,0,0,N,54,-0.2122479883522321
0,700,0,0,N,55,-0.2519502478092516
0,700,0,1,N,0,-0.16576915680841203
0,700,0,1,N,1,-0.07685899617540186
0,700,0,1,N,2,0.4142691500825768
