"sub.layer","sub.neuron","sub.type","sub.weight","sub.value"
0,7,"N",17,-0.00552374410621176
0,7,"N",18,0.55908059208395
0,7,"N",19,0.235533278899756
0,7,"N",20,-0.165450443654844
0,7,"N",21,-0.175851413380049
0,7,"N",22,0.29032944548429
0,7,"N",23,-0.488728921130777
0,7,"N",24,0.137037192980457
0,7,"N",25,0.0267616024395225
0,7,"N",26,0.457370910193349
0,7,"N",27,-0.350922651297527
0,7,"N",28,-0.712841559277514
0,7,"N",29,-0.743122700743045
0,7,"N",30,-0.196066625300287
0,7,"N",31,0.329829111947419
0,7,"N",32,0.352963564512492
0,7,"N",33,-0.0889395015984862
0,7,"N",34,-0.226527993957165
0,7,"N",35,-0.0644148516434661
0,7,"N",36,0.377381217591602
0,7,"N",37,-0.191532468017846
0,7,"N",38,0.263416035174149
0,7,"N",39,-0.304672283313057
0,7,"N",40,-0.0582529259862903
0,7,"N",41,-0.625539167697863
0,7,"N",42,-0.543559000818862
0,7,"N",43,0.145089314783642
0,7,"N",44,-0.371513260267636
0,7,"N",45,-0.452532002562889
0,7,"N",46,0.645934019688335
0,7,"N",47,0.558724882824878
0,7,"N",48,0.448815735043742
0,7,"N",49,-0.0498934274809232
0,7,"N",50,0.531547064194713
0,7,"N",51,0.512737809979171
0,7,"N",52,0.0229666068060654
0,7,"N",53,-0.186266196436259
0,7,"N",54,0.532085501997488
0,7,"N",55,0.59888061593427
0,8,"N",0,-0.419032349321477
0,8,"N",1,0.126253276609932
0,8,"N",2,0.295887761395553
0,8,"N",3,-0.154336868919723
0,8,"N",4,0.176846434421568
0,8,"N",5,-0.214830421076909
0,8,"N",6,-0.0861444427659628
0,8,"N",7,-0.557055562994392
0,8,"N",8,-0.429243138569031
0,8,"N",9,-0.0945410914212091
0,8,"N",10,-0.249071133498777
0,8,"N",11,-0.0835537632757761
0,8,"N",12,0.207009521655679
0,8,"N",13,-0.134253062450362
0,8,"N",14,-0.465938820799303
0,8,"N",15,-0.394454291384201
0,8,"N",16,-0.110937886567894
0,8,"N",17,-0.876333143930129
0,8,"N",18,0.683745628348545
0,8,"N",19,-0.0881413418002319
0,8,"N",20,0.892950434224932
0,8,"N",21,-0.266622382108244
0,8,"N",22,-0.307986578145351
0,8,"N",23,-0.394418125403781
0,8,"N",24,0.279059441760431
0,8,"N",25,0.640766552106992
0,8,"N",26,-0.310399215465096
0,8,"N",27,-0.90052333321793
0,8,"N",28,0.124037757819196
0,8,"N",29,-0.643506917862427
0,8,"N",30,0.421566237537908
0,8,"N",31,-0.338090497597116
0,8,"N",32,0.508066755691615
0,8,"N",33,0.576079030855623
0,8,"N",34,-0.487838364325491
0,8,"N",35,-0.0460875835747156
0,8,"N",36,0.234823565339645
0,8,"N",37,-0.255724334646497
0,8,"N",38,-0.0891582161114877
0,8,"N",39,0.473636979162373
0,8,"N",40,-0.389781283827314
0,8,"N",41,0.505980834977987
0,8,"N",42,0.268303899828156
0,8,"N",43,0.387432162877592
0,8,"N",44,-0.160316443785674
0,8,"N",45,0.619814416140509
0,8,"N",46,0.527289159221351
0,8,"N",47,-0.488470971925925
0,8,"N",48,-0.0723483835576792
0,8,"N",49,0.145573333228357
0,8,"N",50,-0.0787070634412383
0,8,"N",51,-0.0977315673076253
0,8,"N",52,-0.119635818909163
0,8,"N",53,0.15082906455703
0,8,"N",54,-0.326868983897894
0,8,"N",55,0.0463011866429959
0,9,"N",0,0.432610338175226
0,9,"N",1,-0.674879897862931
0,9,"N",2,0.641408876418627
0,9,"N",3,-0.415923876913916
0,9,"N",4,0.350761118269735
0,9,"N",5,-0.354366400200878
0,9,"N",6,0.574269674967419
0,9,"N",7,-0.152738369892889
0,9,"N",8,0.471031127326694
0,9,"N",9,0.397349367291521
0,9,"N",10,0.21271393589952
0,9,"N",11,-0.466480761229588
0,9,"N",12,-0.53506912652432
0,9,"N",13,0.189618235724539
0,9,"N",14,-0.483899259255087
0,9,"N",15,-0.152397774065862
0,9,"N",16,-0.474372315719278
0,9,"N",17,1.00579885673102
0,9,"N",18,-0.394662890598838
0,9,"N",19,0.841928680216384
0,9,"N",20,-0.78633184299383
0,9,"N",21,-0.240312074705311
0,9,"N",22,0.0205857697316257
0,9,"N",23,-0.0611575625748074
0,9,"N",24,0.113674711008027
0,9,"N",25,0.20831176366168
0,9,"N",26,-0.286068385816397
0,9,"N",27,-0.383698886272326
0,9,"N",28,-0.588240595165242
0,9,"N",29,0.106569358786056
0,9,"N",30,0.0495197266258316
0,9,"N",31,-0.0767186229929642
0,9,"N",32,-0.278285252883518
0,9,"N",33,0.328771926701902
0,9,"N",34,-0.631820807552018
0,9,"N",35,-0.208028310993078
0,9,"N",36,-0.0399439092885218
0,9,"N",37,0.185934746688375
0,9,"N",38,0.159972469583983
0,9,"N",39,-0.46303869143448
0,9,"N",40,0.143512484465862
0,9,"N",41,-0.534164286323732
0,9,"N",42,-0.268837388162772
0,9,"N",43,0.103270110240041
0,9,"N",44,-0.269715258969576
0,9,"N",45,0.394916271811314
0,9,"N",46,0.0793798137067477
0,9,"N",47,0.465235533226034
0,9,"N",48,-0.585321771070802
0,9,"N",49,-0.4205619620283
0,9,"N",50,0.678680335326294
0,9,"N",51,-0.609968134399738
0,9,"N",52,-0.609084901775145
0,9,"N",53,-0.480928230206216
0,9,"N",54,0.215707603252339
0,9,"N",55,-0.228789607592345
0,10,"N",0,-0.844084287153159
0,10,"N",1,-0.420380419028846
0,10,"N",2,-0.240151880567503
0,10,"N",3,0.680808535291954
0,10,"N",4,0.0555052941701329
0,10,"N",5,-0.4925097638372
0,10,"N",6,0.109900414533684
0,10,"N",7,0.925400452274058
0,10,"N",8,-0.506043363519357
0,10,"N",9,-0.375470922525791
0,10,"N",10,0.3370122930627
0,10,"N",11,0.0466643177672064
0,10,"N",12,-0.0552319706736486
0,10,"N",13,-0.908160349856985
0,10,"N",14,0.182838289567848
0,10,"N",15,-0.681259091517768
0,10,"N",16,-0.335493092524359
0,10,"N",17,-0.7017916550953
0,10,"N",18,-0.15750319288633
0,10,"N",19,0.0942301196806183
0,10,"N",20,-0.392578014745779
0,10,"N",21,0.548810674953131
0,10,"N",22,-0.347826497795673
0,10,"N",23,0.413172086370968
0,10,"N",24,0.11740465798897
0,10,"N",25,0.0337301960359587
0,10,"N",26,0.0931676187088916
0,10,"N",27,-0.607498683102049
0,10,"N",28,0.0550864817543709
0,10,"N",29,-0.54448575665852
0,10,"N",30,-0.193607035558392
0,10,"N",31,-0.549517018565674
0,10,"N",32,-0.057612142017163
0,10,"N",33,-0.275199506620754
0,10,"N",34,-0.27964980234206
0,10,"N",35,0.544934248178125
0,10,"N",36,0.177816006487697
0,10,"N",37,0.508301385054604
0,10,"N",38,0.281640456265151
0,10,"N",39,-0.0995734178631256
0,10,"N",40,0.497127308172912
0,10,"N",41,0.228208970820021
0,10,"N",42,-0.148630218984117
0,10,"N",43,0.407801233134134
0,10,"N",44,0.764394556793154
0,10,"N",45,-0.136876402028459
0,10,"N",46,0.123328268456341
0,10,"N",47,-0.138110673997256
0,10,"N",48,-0.828674126143293
0,10,"N",49,-0.682483631511225
0,10,"N",50,-0.305413139429302
0,10,"N",51,0.530842898171739
0,10,"N",52,-0.486137528043297
0,10,"N",53,0.0175170821099035
0,10,"N",54,0.183086773092282
0,10,"N",55,0.340872206304362
0,11,"N",0,-0.0613632302096573
0,11,"N",1,0.561494982572078
0,11,"N",2,0.224000512539838
0,11,"N",3,-0.776893247680499
0,11,"N",4,-0.787133631817137
0,11,"N",5,0.305222965797696
0,11,"N",6,-0.157996915248652
0,11,"N",7,0.347436066293422
0,11,"N",8,0.852149215990096
0,11,"N",9,0.15187252010489
0,11,"N",10,-0.126010312714063
0,11,"N",11,-0.692459458771874
0,11,"N",12,-0.183787113083967
0,11,"N",13,0.51818406800934
0,11,"N",14,-0.380465351888655
0,11,"N",15,-0.22723474970477
0,11,"N",16,-0.149782516061738
0,11,"N",17,-0.406069814945204
0,11,"N",18,0.0332008809157816
0,11,"N",19,-0.67600383275499
0,11,"N",20,-0.858860761190442
0,11,"N",21,0.55213617900858
0,11,"N",22,-0.587122026174164
0,11,"N",23,-0.230824854545639
0,11,"N",24,0.164424531466661
0,11,"N",25,0.400645804879712
0,11,"N",26,0.611413725212011
0,11,"N",27,0.490421067480048
0,11,"N",28,0.715813454318527
0,11,"N",29,0.0868556459691988
0,11,"N",30,0.269697465808468
0,11,"N",31,0.315494743022815
0,11,"N",32,-0.309254763652701
0,11,"N",33,0.0358026911745604
0,11,"N",34,-0.116647350183878
0,11,"N",35,-0.0891106864970338
0,11,"N",36,-0.0980076519444422
0,11,"N",37,0.252462419476286
0,11,"N",38,0.268492224081168
0,11,"N",39,-0.0764165276820706
0,11,"N",40,-0.129571947948535
0,11,"N",41,-0.265815194113517
0,11,"N",42,-0.232463451307602
0,11,"N",43,0.603684352945968
0,11,"N",44,-0.916623465646695
0,11,"N",45,0.213191724486072
0,11,"N",46,0.440467031638397
0,11,"N",47,0.318599221095924
0,11,"N",48,0.0706936921833613
0,11,"N",49,-0.0996031703535715
0,11,"N",50,-0.165973300897264
0,11,"N",51,0.290397783093486
0,11,"N",52,-0.38823198619112
0,11,"N",53,0.222031904146047
0,11,"N",54,-0.515850168226537
0,11,"N",55,0.458673296561575
0,12,"N",0,-0.216965209212312
0,12,"N",1,0.240659427122809
0,12,"N",2,-0.217403110709945
0,12,"N",3,-0.509982519505922
0,12,"N",4,0.200855952135867
0,12,"N",5,-0.415601191434381
0,12,"N",6,0.301230481044328
0,12,"N",7,0.691360688033313
0,12,"N",8,0.842702759399118
0,12,"N",9,0.182849869268909
0,12,"N",10,0.158138823423894
0,12,"N",11,-0.0953744441584899
0,12,"N",12,-0.734370007602935
0,12,"N",13,-0.17515667643631
0,12,"N",14,-0.0253167152278765
0,12,"N",15,-0.841142032361992
0,12,"N",16,-0.209405444938836
0,12,"N",17,0.303768661581137
0,12,"N",18,-0.0549325357421971
0,12,"N",19,0.741926606481042
0,12,"N",20,0.320965783644104
0,12,"N",21,-0.642641948085656
0,12,"N",22,0.188807881395788
0,12,"N",23,0.0619810526461125
0,12,"N",24,-0.172422065429068
0,12,"N",25,-0.162013069893067
0,12,"N",26,-0.358640395153475
0,12,"N",27,0.447190631490363
0,12,"N",28,-0.0978817025997134
0,12,"N",29,-0.254273113837326
0,12,"N",30,0.221630397685483
0,12,"N",31,-0.553423088033321
0,12,"N",32,-0.0501259844842924
0,12,"N",33,0.0213957447224397
0,12,"N",34,0.713216666692802
0,12,"N",35,-1.14275740468898
0,12,"N",36,-0.624407878571639
0,12,"N",37,0.0644336338333741
0,12,"N",38,0.78369854654773
0,12,"N",39,0.149490918438069
0,12,"N",40,-0.107905887584003
0,12,"N",41,0.146692976293671
0,12,"N",42,0.0654115898852746
0,12,"N",43,-0.164953242537963
0,12,"N",44,-0.437137293553714
0,12,"N",45,0.112727547952973
0,12,"N",46,0.394814004146878
0,12,"N",47,-0.094108132092553
0,12,"N",48,0.300858373478506
0,12,"N",49,0.193753247511131
0,12,"N",50,0.0937399597595876
0,12,"N",51,-0.278460028227106
0,12,"N",52,-0.302731163722451
0,12,"N",53,-0.265653245909244
0,12,"N",54,-0.272514735300537
0,12,"N",55,0.920834789760182
0,13,"N",0,-0.347658042777022
0,13,"N",1,0.0990144503331463
0,13,"N",2,0.172570336926524
0,13,"N",3,-0.251590904879521
0,13,"N",4,0.042030535090496
0,13,"N",5,-0.904833002898793
0,13,"N",6,0.0216221631313903
0,13,"N",7,0.0670992814575717
0,13,"N",8,0.414910524154676
0,13,"N",9,-0.317098196944665
0,13,"N",10,-0.161084242401155
0,13,"N",11,-0.269405622740131
0,13,"N",12,-0.513920451466911
0,13,"N",13,-0.0704884884654548
0,13,"N",14,0.917030463196407
0,13,"N",15,0.297833797760202
0,13,"N",16,0.29384786532748
0,13,"N",17,-0.800878399247868
0,13,"N",18,-0.965463115546663
0,13,"N",19,0.543286068937646
0,13,"N",20,-0.353175599358095
0,13,"N",21,-0.224994772881451
0,13,"N",22,-0.122487890211628
0,13,"N",23,-0.117402112059538
0,13,"N",24,-0.243390002455907
0,13,"N",25,0.342840636848068
0,13,"N",26,-0.467381488253289
0,13,"N",27,-0.532728269996966
0,13,"N",28,-0.210113597237405
0,13,"N",29,0.699841163283558
0,13,"N",30,0.0566076593641303
0,13,"N",31,0.120930388017437
0,13,"N",32,-0.456705489958738
0,13,"N",33,-0.418073331300303
0,13,"N",34,0.201533048992172
0,13,"N",35,0.107896773437753
0,13,"N",36,-0.178527038749493
0,13,"N",37,-0.214893863642926
0,13,"N",38,0.339791609284032
0,13,"N",39,-0.758548509918473
0,13,"N",40,0.920974217817021
0,13,"N",41,-0.126243844578691
0,13,"N",42,-1.00768783217825e-05
0,13,"N",43,-0.343790970413632
0,13,"N",44,-0.758737432768131
0,13,"N",45,0.253584902915118
0,13,"N",46,-0.229331084111216
0,13,"N",47,0.125189604860067
0,13,"N",48,-0.463265953968374
0,13,"N",49,0.673087184720401
0,13,"N",50,0.0151770776193311
0,13,"N",51,0.280187068818291
0,13,"N",52,0.492564914414532
0,13,"N",53,0.185591251760275
0,13,"N",54,-0.0805601668699917
